data	nazwa	ISIN	kurs_zamkniecia	wolumen	obrot	pakiet_wig				
2015-01-23	INTERFERI	PLINTFR00023	4,24	608	2500	2639000				
2015-01-23	INTERSPPL	PLINTSP00038	1,06	669	680	0				
2015-01-23	INTROL	PLINTRL00013	9,05	110	1000	5944000				
2015-01-23	INVENTUM	PLIDATF00012	0,11	25489	2800	0				
2015-01-23	INVISTA	PLECMNG00019	2,2	150	330	0				
2015-01-23	IPOPEMA	PLIPOPM00011	4,02	31103	125880	18968000				
2015-01-23	IQP	PLIQPRT00017	0,85	13890	11840	8070000				
2015-01-23	IVMX	PLMATRX00017	3,34	200	600	3600000				
2015-01-23	IZOLACJA	PLIZCJR00017	1,61	2474	3960	0				
2015-01-23	IZOSTAL	PLIZSTL00015	5	3213	16040	11334000				
2015-01-23	JHMDEV	PLJHMDL00018	1,86	9250	17160	0				
2015-01-23	JJAUTO	DE000A1TNS70	21	5	110	0				
2015-01-23	JSW	PLJSW0000015	20,4	199841	4181460	52636000				
2015-01-23	JUPITER	PLNFI0300017	0,3	48892	14670	0				
2015-01-23	JWCONSTR	PLJWC0000019	2,6	21694	56420	32447000				
2015-01-23	K2INTERNT	PLK2ITR00010	9,81	6471	64380	1509000				
2015-01-23	KANIA	PLIZNS000022	2,94	108261	313070	26333000				
2015-01-23	KBDOM	PLTRAST00020	2,4	405	970	4047000				
2015-01-23	KCI	PLPONAR00012	0,02	53730	1070	0				
2015-01-23	KDMSHIPNG	CY0102492119	6,66	0	0	3329000				
2015-01-23	KERDOS	PLHGNKA00028	1,21	195414	241150	45144000				
2015-01-23	KERNEL	LU0327357389	32,48	39911	1293950	48500000				
2015-01-23	KETY	PLKETY000011	280	8308	2326150	9380000				
2015-01-23	KGHM	PLKGHM000017	108,25	770179	83823260	136410000				
2015-01-23	KINOPOL	PLKNOPL00014	13,04	2231	28730	6739000				
2015-01-23	KOFOLA	PLHOOP000010	36,19	61	2100	13085000				
2015-01-23	KOGENERA	PLKGNRC00015	52,5	50	2630	7449000				
2015-01-23	KOMPAP	PLKOMPP00017	7,37	5	40	0				
2015-01-23	KOMPUTRON	PLKMPTR00012	7,35	22524	166640	4222000				
2015-01-23	KONSSTALI	PLKCSTL00010	22,48	2819	62790	3459000				
2015-01-23	KOPEX	PLKOPEX00018	10,82	12015	129910	23006000				
2015-01-23	KPPD	PLKPPD000017	29,25	0	0	184000				
2015-01-23	KRAKCHEM	PLKRKCH00019	3,8	2082	7950	4815000				
2015-01-23	KREC	PLKRNRC00012	9,31	54012	502380	6713000				
2015-01-23	KREDYTIN	PLKRINK00014	19,29	40004	766020	10769000				
2015-01-23	KREZUS	PLNFI0200019	3,3	3997	13150	11880000				
2015-01-23	KRKA	SI0031102120	260	0	0	1231000				
2015-01-23	KRUK	PLKRK0000010	113	13237	1499640	14953000				
2015-01-23	KRUSZWICA	PLKRUSZ00016	55,8	2969	162540	2418000				
2015-01-23	KSGAGRO	LU0611262873	1,07	78957	83530	5093000				
2015-01-23	LCCORP	PLLCCRP00017	1,8	21557	39360	218198000				
2015-01-23	LENA	PLLENAL00015	4,26	31177	132090	10150000				
2015-01-23	LENTEX	PLLENTX00010	8,4	4419	36850	30148000				
2015-01-23	LIBET	PLLBT0000013	2,43	10295	24850	34971000				
2015-01-23	LIVECHAT	PLLVTSF00010	27,35	197	5400	5128000				
2015-01-23	LOTOS	PLLOTOS00025	24,74	342599	8468070	60796000				
2015-01-23	LPP	PLLPP0000011	7716	1542	11897000	1279000				
2015-01-23	LSISOFT	PLLSSFT00016	4,35	6311	26520	1827000				
2015-01-23	LUBAWA	PLLUBAW00013	1,08	231541	252530	72970000				
2015-01-23	MABION	PLMBION00016	41,27	2761	113210	5975000				
2015-01-23	MAGELLAN	PLMGLAN00018	66,15	16593	1101450	6611000				
2015-01-23	MAKARONPL	PLMKRNP00015	6	926	5490	3832000				
2015-01-23	MARVIPOL	PLMRVPL00016	7,58	13533	102560	11888000				
2015-01-23	MBANK	PLBRE0000012	466,2	23300	10723720	12038000				
2015-01-23	MCI	PLMCIMG00012	10,2	25281	257200	30174000				
2015-01-23	MCLOGIC	PLMCSFT00018	35	350	12270	689000				
2015-01-23	MEDIATEL	PLSMMDA00012	0,51	2015	950	0				
2015-01-23	MEDICALG	PLMDCLG00015	211,5	11337	2350870	2559000				
2015-01-23	MEGARON	PLMGRON00016	21	0	0	0				
2015-01-23	MENNICA	PLMNNCP00011	14,15	16461	230390	23198000				
2015-01-23	MERCATOR	PLMRCTR00015	13,67	5583	74890	2276000				
2015-01-23	MERCOR	PLMRCOR00016	8,77	2781	24220	9921000				
2015-01-23	MEWA	PLMEWA000012	0,07	148991	10430	0				
2015-01-23	MEXPOLSKA	PLMEXPL00010	2,05	12520	25070	2516000				
2015-01-23	MFO	PLMFO0000013	10,29	301	3100	2000000				
2015-01-23	MIDAS	PLNFI0900014	0,57	495652	282320	503124000				
2015-01-23	MILKILAND	NL0009508712	2,02	172223	314970	8276000				
2015-01-23	MILLENNIUM	PLBIG0000016	7,5	2157338	16129520	391726000				
2015-01-23	MIRACULUM	PLKLSTN00017	1,5	8416	12840	3254000				
2015-01-23	MIRBUD	PLMRBUD00015	1,31	105073	138690	50027000				
2015-01-23	MIT	PLPPWK000014	0,16	65049	10410	0				
2015-01-23	MLPGROUP	PLMLPGR00017	33,9	5	170	3773000				
2015-01-23	MNI	PLSZPTL00010	1,46	905	1300	42888000				
2015-01-23	MOBRUK	PLMOBRK00013	9,75	630	5970	356000				
2015-01-23	MOJ	PLMOJ0000015	1,39	1600	2220	4265000				
2015-01-23	MOL	HU0000068952	154,7	20	3090	3703000				
2015-01-23	MONNARI	PLMNRTR00012	12,94	98827	1276080	16905000				
2015-01-23	MOSTALPLC	PLMSTPL00018	10,39	622	6230	1026000				
2015-01-23	MOSTALWAR	PLMSTWS00019	6,25	7541	46790	9981000				
2015-01-23	MOSTALZAB	PLMSTZB00018	2,21	420654	928270	95095000				
2015-01-23	MSXRESOUR	PLMSTEX00017	1,61	42457	69000	9957000				
2015-01-23	MUZA	PLMUZA000019	3,34	30	100	1453000				
2015-01-23	MWTRADE	PLMWTRD00013	17,6	11	190	2386000				
2015-01-23	NETIA	PLNETIA00014	5,7	22204	126380	257931000				
2015-01-23	NETMEDIA	PLNTMDA00018	4,78	6300	30810	3499000				
2015-01-23	NEUCA	PLTRFRM00018	242	3052	749720	1930000				
2015-01-23	NEWAG	PLNEWAG00012	24,25	522444	12541560	25618000				
2015-01-23	NEWWORLDR	GB00B42CTW68	0,07	363255	25430	0				
2015-01-23	NFIEMF	PLNFI1500011	4,4	2186	9350	24936000				
2015-01-23	NOKAUT	PLGRNKT00019	1,28	5187	6610	4052000				
2015-01-23	NORTCOAST	PLNRTHC00014	3,8	4145	15930	1500000				
2015-01-23	NOVITA	PLNVITA00018	50,3	292	14560	297000				
2015-01-23	NOWAGALA	PLCRMNG00029	1,15	8000	9180	36087000				
2015-01-23	NTTSYSTEM	PLNTSYS00013	2,02	2929	5970	4803000				
2015-01-23	ODLEWNIE	PLODLPL00013	2,08	5	10	8487000				
2015-01-23	OLYMPIC	EE3100084021	7,05	0	0	247000				
2015-01-23	ONE2ONE	PLONE0000014	0,11	0	0	0				
2015-01-23	OPENFIN	PLOPNFN00010	2,9	15981	46540	24856000				
2015-01-23	OPONEO.PL	PLOPNPL00013	9,99	3782	38100	6624000				
2015-01-23	OPTEAM	PLOPTEM00012	5,3	200	1060	1399000				
2015-01-23	ORANGEPL	PLTLKPL00017	8,2	4825359	39643700	647357000				
2015-01-23	ORBIS	PLORBIS00014	41	956	39650	21800000				
2015-01-23	ORCOGROUP	LU0122624777	1,52	3400	5170	2352000				
2015-01-23	ORZBIALY	PLORZBL00013	6,29	6579	40650	6568000				
2015-01-23	OTLOG	PLODRTS00017	232,05	41	9510	349000				
2015-01-23	OTMUCHOW	PLZPCOT00018	8,36	325	2690	6256000				
2015-01-23	OVOSTAR	NL0009805613	73,5	30	2210	1725000				
2015-01-23	PAGED	PLPAGED00017	48,55	3246	156690	1688000				
2015-01-23	PAMAPOL	PLPMPOL00031	1,12	2000	2240	6642000				
2015-01-23	PANOVA	PLPANVA00013	14,85	2	30	5551000				
2015-01-23	PATENTUS	PLPTNTS00019	1,15	11682	13210	5959000				
2015-01-23	PBG	PLPBG0000029	1,6	25231	40500	0				
2015-01-23	PBOANIOLA	PLPBONL00013	0,27	6849	1840	0				
2015-01-23	PBSFINANSE	PLBEFSN00010	3,79	100	380	3736000				
2015-01-23	PCCEXOL	PLPCCEX00010	3,31	0	0	0				
2015-01-23	PCCINTER	PLPCCIM00014	1,62	29	50	18756000				
2015-01-23	PCCROKITA	PLPCCRK00076	37,98	399	14980	3144000				
2015-01-23	PCGUARD	PLGUARD00019	0,23	16060	3690	0				
2015-01-23	PCM	PLPRMCM00048	51,9	1439	74570	4763000				
2015-01-23	PEGAS	LU0275164910	100	0	0	826000				
2015-01-23	PEIXIN	NL0010577052	7,9	5651	43310	2500000				
2015-01-23	PEKAES	PLPEKAS00017	10,8	0	0	11288000				
2015-01-23	PEKAO	PLPEKAO00016	179	373180	67794460	122632000				
2015-01-23	PELION	PLMEDCS00015	85,56	1043	89400	7304000				
2015-01-23	PEMUG	PLPEMUG00016	0,49	0	0	0				
2015-01-23	PEP	PLPLSEP00013	29,99	1	30	8365000				
2015-01-23	PEPEES	PLPEPES00018	0,49	19796	9580	49286000				
2015-01-23	PETROLINV	PLPTRLI00018	0,16	619645	99140	0				
2015-01-23	PGE	PLPGER000010	19,07	1603463	30889170	778079000				
2015-01-23	PGNIG	PLPGNIG00014	4,36	4729266	21068110	1628262000				
2015-01-23	PGODLEW	PLPGO0000014	5,5	11949	66090	31779000				
2015-01-23	PHN	PLPHN0000014	25,2	264	6650	13699000				
2015-01-23	PKNORLEN	PLPKN0000018	53,31	1164766	61137020	309998000				
2015-01-23	PKOBP	PLPKO0000016	33	2362022	78610550	783205000				
2015-01-23	PKPCARGO	PLPKPCR00011	88,2	111464	9849160	25336000				
2015-01-23	PLASTBOX	PLPSTBX00016	2,59	7160	18450	17382000				
2015-01-23	PLAZACNTR	NL0000686772	0,19	101576	19300	0				
2015-01-23	POINTGROUP	PLPEKPL00010	2,15	0	0	0				
2015-01-23	POLCOLORIT	PLPCLRT00029	0,7	0	0	0				
2015-01-23	POLICE	PLZCPLC00036	18,5	18827	335140	15164000				
2015-01-23	POLIMEXMS	PLMSTSD00019	0,09	571477	47050	0				
2015-01-23	POLMED	PLPOLMD00011	2,19	202	420	0				
2015-01-23	POLNA	PLPOLNA00015	28,4	1773	49210	794000				
2015-01-23	POLNORD	PLPOLND00019	6,42	24087	155170	25585000				
2015-01-23	POLWAX	PLPOLWX00026	16,65	7185	118350	5930000				
2015-01-23	POZBUD	PLPZBDT00013	4,4	2	10	21432000				
2015-01-23	PPG	PLPLPGR00010	1,25	200	250	0				
2015-01-23	PRAGMAFA	PLGFPRE00040	13	2	30	423000				
2015-01-23	PRAGMAINK	PLPRGNK00017	15	386	5790	1032000				
2015-01-23	PRESCO	PLPRESC00018	2,82	489	1380	2631000				
2015-01-23	PRIMAMODA	PLPRMMD00012	1,2	21143	25360	0				
2015-01-23	PROCAD	PLPRCAD00018	1,04	3426	3500	0				
2015-01-23	PROCHEM	PLPRCHM00014	16,5	54033	864860	2716000				
2015-01-23	PROCHNIK	PLPRCHK00018	1,44	321456	483840	21115000				
2015-01-23	PROJPRZEM	PLPROJP00018	6,15	12690	79070	5439000				
2015-01-23	PROTEKTOR	PLLZPSK00019	2,89	9040	26080	14959000				
2015-01-23	PROVIDENT	GB00B1YKG049	24	80	1920	93000				
2015-01-23	PTI	PLPTIW000014	14,48	2961	42770	8907000				
2015-01-23	PULAWY	PLZAPUL00057	140,85	124	17450	3122000				
2015-01-23	PWRMEDIA	PLPWRMD00011	1,19	0	0	0				
2015-01-23	PZU	PLPZU0000011	508,65	145512	73380130	55967000				
2015-01-23	QUANTUM	PLQNTUM00018	4,15	0	0	0				
2015-01-23	QUERCUS	PLQRCUS00012	6,4	13434	84890	35376000				
2015-01-23	QUMAK	PLQMKSK00017	12,56	11818	149000	10375000				
2015-01-23	RADPOL	PLRDPOL00010	8,24	17230	140510	19626000				
2015-01-23	RAFAKO	PLRAFAK00018	5,95	30228	180360	27134000				
2015-01-23	RAFAMET	PLRFMET00016	15,82	138	2190	1469000				
2015-01-23	RAINBOW	PLRNBWT00031	17,8	148652	2651110	6355000				
2015-01-23	RANKPROGR	PLRNKPR00014	2,35	1256206	2640660	19987000				
2015-01-23	RAWLPLUG	PLKLNR000017	6,49	108226	684060	12912000				
2015-01-23	REDAN	PLREDAN00019	1,96	30575	61550	13353000				
2015-01-23	REDWOOD	PLCMPLX00014	5,1	2595	13330	0				
2015-01-23	REGNON	PLPRNTC00017	0,04	100	8	6100000				
2015-01-23	REINHOLD	SE0001856519	0,7	4528	3110	0				
2015-01-23	RELPOL	PLRELPL00014	5,7	2614	15040	5343000				
2015-01-23	REMAK	PLREMAK00016	11,6	312	3620	1451000				
2015-01-23	RESBUD	PLRESBD00016	2,41	2249	5350	3055000				
2015-01-23	ROBYG	PLROBYG00016	2,16	307173	666030	121599000				
2015-01-23	RONSON	NL0006106007	1,44	15446	22290	55661000				
2015-01-23	ROPCZYCE	PLROPCE00017	16,6	6	100	2220000				
2015-01-23	ROVESE	PLCRSNT00011	1,4	67366	94940	0				
2015-01-23	RUBICON	PLNFI0500012	1,71	3776	6460	2747000				
2015-01-23	SADOVAYA	LU0564351582	0,79	0	0	0				
2015-01-23	SANOK	PLSTLSK00016	53,5	29982	1608950	23914000				
2015-01-23	SANTANDER	ES0113900J37	26,95	25	670	0				
2015-01-23	SANWIL	PLSANWL00012	0,21	14891	3060	0				
2015-01-23	SCOPAK	PLSCOPK00012	1,74	100	170	3496000				
2015-01-23	SECOGROUP	PLWRWCK00013	23,73	720	17090	5187000				
2015-01-23	SEKO	PLSEKO000014	6	2699	16250	2500000				
2015-01-23	SELENAFM	PLSELNA00010	16,55	1670	27510	5246000				
2015-01-23	SELVITA	PLSELVT00013	15,7	250	3930	3182000				
2015-01-23	SERINUS	CA81752K1057	3,1	165158	531090	32839000				
2015-01-23	SFINKS	PLSFNKS00011	1,9	30788	57160	18377000				
2015-01-23	SILVANO	EE3100001751	5,38	11641	62630	5448000				
2015-01-23	SIMPLE	PLSIMPL00011	9,45	3	30	1962000				
2015-01-23	SKARBIEC	PLSKRBH00014	35,65	35984	1260360	1729000				
2015-01-23	SKOK	PLTFSKK00015	1,81	0	0	0				
2015-01-23	SKOTAN	PLSKTAN00010	1,05	318070	332020	31508000				
2015-01-23	SKYLINE	PLSKLNW00011	0,54	25961	13550	0				
2015-01-23	SKYSTONE	PLNFI1000012	3,6	12896	45470	0				
2015-01-23	SMT	PLADVPL00029	12,06	2350	28540	9601000				
2015-01-23	SNIEZKA	PLSNZKA00033	41,98	4383	180590	5026000				
2015-01-23	SOBIESKI	FR0000060873	43,58	120	5230	176000				
2015-01-23	SOLAR	PLSLRCP00021	2,4	58946	142380	12010000				
2015-01-23	SONEL	PLSONEL00011	8	550	4400	4755000				
2015-01-23	SOPHARMA	BG11SOSOBT18	8,4	0	0	12000				
2015-01-23	STALEXP	PLSTLEX00019	2,68	30778	82070	97338000				
2015-01-23	STALPROD	PLSTLPD00017	353	488	170730	1810000				
2015-01-23	STALPROFI	PLSTLPF00012	12,45	926	11490	7716000				
2015-01-23	STAPORKOW	PLSTPRK00019	10,5	783	8220	1791000				
2015-01-23	STARHEDGE	PLHRDEX00021	2,7	168911	437990	0				
2015-01-23	SUWARY	PLSUWAR00014	13,3	379	4940	925000				
2015-01-23	SWISSMED	PLSWMED00013	0,24	14278	3500	0				
2015-01-23	SYGNITY	PLCMPLD00016	13,6	10363	139310	11886000				
2015-01-23	SYNEKTIK	PLSNKTK00019	21	19471	409050	5947000				
2015-01-23	SYNTHOS	PLDWORY00019	4,07	1332264	5385470	496690000				
2015-01-23	TALANX	DE000TLX1005	109	0	0	142000				
2015-01-23	TALEX	PLTALEX00017	21,6	5441	117440	730000				
2015-01-23	TARCZYNSKI	PLTRCZN00016	12,75	1788	22660	7000000				
2015-01-23	TATRY	SK1120010287	87	0	0	84000				
2015-01-23	TAURONPE	PLTAURN00011	5,01	1875871	9435900	1043590000				
2015-01-23	TELEPOLSKA	PLTHP0000011	0,76	0	0	0				
2015-01-23	TELL	PLTELL000023	9,79	995	9740	2847000				
2015-01-23	TERESA	PLPTMED00015	16,2	231	3760	448000				
2015-01-23	TERMOREX	PLTRMRX00011	4	9861	35850	19158000				
2015-01-23	TESGAS	PLTSGS000019	3,65	48	180	6157000				
2015-01-23	TFONE	PLTFONE00011	6,71	3744	25130	3969000				
2015-01-23	TIM	PLTIM0000016	6,39	1380	8450	15008000				
2015-01-23	TORPOL	PLTORPL00016	9,75	8408	79930	14241000				
2015-01-23	TOYA	PLTOYA000011	4,89	29004	138540	11716000				
2015-01-23	TRAKCJA	PLTRKPL00014	8,82	51479	456210	36592000				
2015-01-23	TRANSPOL	PLTRNSP00013	4,93	698	3440	2580000				
2015-01-23	TRAVELPL	PLTRVPL00011	3,96	0	0	0				
2015-01-23	TRITON	PLASMOT00030	1,95	0	0	3297000				
2015-01-23	TVN	PLTVN0000017	17,6	295284	5210530	163100000				
2015-01-23	ULMA	PLBAUMA00017	56	29	1620	1288000				
2015-01-23	UNIBEP	PLUNBEP00015	8,6	3014	26040	14002000				
2015-01-23	UNICREDIT	IT0004781412	24,69	2056	50750	28378000				
2015-01-23	UNIMA	PLUNMST00014	2,4	847	2030	0				
2015-01-23	URSUS	PLPMWRM00012	2,09	53823	111770	20551000				
2015-01-23	VANTAGE	PLVTGDL00010	2,6	4544	11390	16914000				
2015-01-23	VARIANT	PLVARNT00019	1,63	20	30	0				
2015-01-23	VIGOSYS	PLVIGOS00015	193	158	30180	370000				
2015-01-23	VINDEXUS	PLVNDEX00013	4,35	5	20	4890000				
2015-01-23	VISTAL	PLVTLGD00010	9,59	5453	50710	4210000				
2015-01-23	VISTULA	PLVSTLA00011	2,03	279385	569310	158887000				
2015-01-23	VOTUM	PLVOTUM00016	9,78	3510	34090	3957000				
2015-01-23	VOXEL	PLVOXEL00014	9,35	4246	39350	5328000				
2015-01-23	WADEX	PLWADEX00018	4,05	4683	19020	0				
2015-01-23	WANDALEX	PLWNDLX00024	3,15	4430	13950	2113000				
2015-01-23	WARIMPEX	AT0000827209	3,45	38182	131230	13763000				
2015-01-23	WASKO	PLHOGA000041	1,6	96646	157270	17392000				
2015-01-23	WAWEL	PLWAWEL00013	982,05	97	93970	717000				
2015-01-23	WDMCP	PLWDMCP00013	7,26	2927	20870	0				
2015-01-23	WESTAISIC	LU0627170920	0,14	12000	1680	0				
2015-01-23	WIELTON	PLWELTN00012	4,44	99554	445780	17549000				
2015-01-23	WIKANA	PLELPO000016	2,4	21	50	0				
2015-01-23	WILBO	PLWILBO00019	0,86	13050	10790	0				
2015-01-23	WINVEST	PLARIEL00046	7,48	1	10	7452000				
2015-01-23	WISTIL	PLWSTIL00012	38,9	0	0	0				
2015-01-23	WOJAS	PLWOJAS00014	8,69	58203	501040	2046000				
2015-01-23	WORKSERV	PLWRKSR00019	18,11	21368	388600	24711000				
2015-01-23	YAWAL	PLYAWAL00058	8,4	0	0	1535000				
2015-01-23	ZAMET	PLZAMET00010	2,85	65869	181270	48149000				
2015-01-23	ZASTAL	PLZSTAL00012	1,04	108647	106390	23434000				
2015-01-23	ZEPAK	PLZEPAK00012	24,62	15094	371620	24622000				
2015-01-23	ZETKAMA	PLZTKMA00017	64,79	876	56140	3288000				
2015-01-23	ZPUE	PLZPUE000012	284,9	1	280	699000				
2015-01-23	ZREMB	PLZBMZC00019	1,55	4185	6260	6145000				
2015-01-23	ZUE	PLZUE0000015	6,36	207	1320	8629000				
2015-01-23	ZYWIEC	PLZYWIC00016	386	7	2700	0				
