id_miejscowosci	id_gminy	nazwa_miejscowosci	typ_miejscowosci
0004558	1432042	Stelmachowo	wies
0043423	2002123	Stelmachowo	wies
0991640	2002123	Stelmachowo-Kolonia	kolonia
0297804	1004072	Stemplew	osada
0297796	1004072	Stemplew	wies
0894090	0618062	Steniatyn	wies
0894138	0618062	Steniatyn-Kolonia	kolonia
0303611	3215033	Stepien	osada
0015220	0601092	Stepki	kolonia
0516040	1415092	Stepna Stara	wies
0516057	1415092	Stepna-Michalki	wies
0783864	3204072	Stepnica	wies
0783893	3204072	Stepniczka	miasto
0303640	3215033	Stepno	osada
0690810	1429092	Sterdyn	wies
0183437	3014033	Sterki	osada
0814375	1202023	Sterkowiec	wies
0912712	0809053	Sterkow	wies
0758151	2806042	Sterlawki Male	wies
0989011	2806042	Sterlawki Srednie	osada
0767813	2806083	Sterlawki Wielkie	wies
0144443	1608052	Sternalice	wies
0797487	2606032	Sternalice	wies
0081850	2202032	Sternowo	wies
0474962	2815032	Stebark	wies
1003897	2214062	Steclowka	kolonia
0211731	3006043	Stegosz	wies
1045967	2807032	Stegwica	osada
0477191	2814072	Stekiny	wies
0148671	2802022	Stepien	wies
0874029	0223022	Stepin	wies
0649752	1819022	Stepina	wies
0866047	0418113	Stepka	wies
0011506	0613012	Stepkow	wies
0196109	1018022	Stepna	wies
0237653	2608013	Stepocice	wies
0590378	3030033	Stepocin	wies
0869235	0412042	Stepowo	wies
0567110	1005052	Stepow	wies
0525719	3028022	Stepuchowo	wies
0971494	3021143	Steszew	miasto
0593336	3021123	Steszewice	wies
0593313	3021123	Steszewko	wies
0883471	0222033	Steszow	wies
0131713	1012032	Steszow	wies
0344521	1821012	Steznica	wies
0391638	0616052	Stezyca	wies
0174125	2205062	Stezyca	wies
0369981	3004023	Stezyca	wies
0104432	0606052	Stezyca Leczynska	wies
0104449	0606052	Stezyca Nadwieprzanska	wies
0104426	0606052	Stezyca-Kolonia	wies
0173730	2205062	Stezycka Huta	wies
0157888	2210042	Stobiec	wies
0794135	2606022	Stobiec	wies
0562169	1420042	Stobiecin	wies
0544875	1012092	Stobiecko Szlacheckie	wies
0818723	1803042	Stobierna	wies
0664504	1816132	Stobierna	wies
0153382	2210023	Stobna	wies
0549938	1010072	Stobnica	wies
0591739	3016013	Stobnica	wies
0549996	1010072	Stobnica-Pila	wies
0592130	3024042	Stobnicko	wies
0883488	0222033	Stobno	wies
0098890	0416063	Stobno	wies
1005620	3002073	Stobno	osada lesna
0530554	3002073	Stobno	wies
0198255	3007042	Stobno	wies
0777912	3211022	Stobno	wies
0198261	3007042	Stobno Siodme	wies
0152543	2804052	Stoboje	wies
0502428	1609092	Stobrawa	wies
0026880	2011013	Stock	wies
0168805	2214043	Stocki Mlyn	osada
0387789	0609112	Stoczek	wies
0391360	0610062	Stoczek	wies
0011274	0615032	Stoczek	wies
0671250	1403042	Stoczek	wies
0691151	1433082	Stoczek	wies
0405079	2004043	Stoczek	wies
0037300	2005092	Stoczek	wies
0032017	2008043	Stoczek	kolonia
0478285	2809022	Stoczek	wies
0381901	0608042	Stoczek Kocki	wies
0975813	0611021	Stoczek Lukowski	miasto
0387795	0609112	Stoczek-Kolonia	kolonia
0546236	1007032	Stoczki	wies
0139471	1009032	Stoczki	wies
0713964	1014082	Stoczki	wies
0619053	1423022	Stoczki	wies
0042903	2002112	Stoczki	wies
0537912	1008032	Stoczki-Porabki	wies
0040548	2011083	Stodolne	kolonia
0593879	3005043	Stodolsko	wies
0096661	0409043	Stodoly	wies
0810383	2606082	Stodoly-Kolonie	wies
0810319	2606082	Stodoly-Wies	wies
0096655	0409043	Stodolno	wies
0779093	3204033	Stodolska	osada
0683810	1403092	Stodzew	wies
0872964	0217012	Stogi	wies
0152030	2209042	Stogi	wies
0286574	3010043	Stogi	kolonia
0202933	3008042	Stogniew	osada
0208120	3008062	Stogniewice	wies
0332162	1214053	Stogniowice	wies
0681968	1412112	Stojadla	wies
0227407	2603012	Stojanowice	wies
0191939	0225043	Stojanow	wies
0703730	1014062	Stojanow	wies
0751195	2212092	Stojcino	wies
0799820	0605062	Stojeszyn Drugi	wies
0799871	0605062	Stojeszyn Pierwszy	wies
0799865	0605062	Stojeszyn-Kolonia	kolonia
0246132	2613022	Stojewsko	wies
0306147	3208022	Stojkowo	wies
0306153	3208022	Stojkowko	osada
0317079	1209013	Stojowice	wies
0150478	2804022	Stojpy	osada
0866774	0418123	Stok	wies
0383768	0614052	Stok	wies
0021545	0615072	Stok	wies
0546242	1007032	Stok	wies
0517111	1416072	Stok	wies
0032431	2011032	Stok	wies
0686813	1426082	Stok Lacki	wies
0686820	1426082	Stok Lacki-Folwark	wies
0698466	1014023	Stok Nowy	wies
0698727	1014023	Stok Polski	wies
0682583	1426053	Stok Ruski	wies
0694592	1426112	Stok Wisniewski	wies
0186140	0803042	Stoki	wies
0538768	1001032	Stoki	wies
0334712	1206103	Stoki	wies
0630994	1425082	Stoki	wies
0766676	2012052	Stoki	wies
0243599	2605033	Stoki	osada lesna
0589091	3030023	Stoki	osada lesna
0773989	3206033	Stoki	wies
0789789	2607043	Stoki Duze	wies
0789795	2607043	Stoki Male	wies
0402388	2013072	Stokowisko	wies
0396512	2013032	Stokowo-Szerszenie	wies
0856592	0224053	Stolec	wies
0722680	1014113	Stolec	wies
0774279	3211012	Stolec	osada
0726613	1013032	Stolniki	wies
0905630	0609152	Stolnikowizna	wies
0849149	0404062	Stolno	wies
0481927	2815063	Stolno	osada
0747070	2201052	Stoltmany	kolonia
0773080	3205012	Stolaz	osada
0037948	2010072	Stolbce	wies
0743221	2203032	Stolczno	wies
0784533	3206083	Stoleczna	wies
0531631	3028062	Stolezyn	wies
0023892	2003032	Stolowacz	wies
1055836	1413072	Stolowo	kolonia
0101675	0603032	Stolpie	wies
0309068	3209063	Stolpie	osada
0186157	0803042	Stolun	wies
0772040	2012092	Stolupianka	przysiolek
0539035	2605012	Stomorgi	kolonia
0160672	2206022	Stony	osada
0574340	1427042	Stopin	wies
0089112	0403043	Stopka	osada
0487717	2801063	Stopki	wies
1063089	2801063	Stopki-Osada	osada
0577099	1419142	Stoplin	wies
0272951	2601062	Stopnica	wies
0776746	3214053	Storkowo	wies
0306650	3215052	Storkowo	wies
0783060	3214092	Storkowko	osada
0848150	0404052	Storlus	wies
1014406	2204052	Stoszewo	kolonia
0855523	0224042	Stoszowice	kolonia
0855517	0224042	Stoszowice	wies
0875224	0223043	Stoszyce	wies
0744692	2212042	Stowiecino	wies
0760001	2805032	Stozne	wies
0760521	2813032	Stozne	wies
0191282	0212043	Stog Izerski	osada
0011280	0615032	Stojka	wies
0409019	2008072	Stojka	kolonia
0853205	0208083	Stojkow	wies
0108170	0606102	Stojlo	wies
0128616	1424052	Stpice	wies
0044240	2003082	Strabla	wies
0703753	1014062	Strachanow	wies
0283104	3027033	Strachocice	wies
0283110	3027033	Strachocice-Kolonia	wies
0855664	0208133	Strachocin	wies
0783597	3214102	Strachocin	wies
0359675	1817052	Strachocina	wies
0677754	1412102	Strachomin	wies
0302586	3209012	Strachomino	wies
0862523	0408043	Strachon	wies
0104165	0603062	Strachoslaw	wies
0365173	0209052	Strachowice	wies
0122298	1420092	Strachowo	wies
0875922	0217022	Strachow	wies
0880219	0223073	Strachow	wies
0297454	1004072	Strachow	wies
0673348	1434062	Strachow	wies
0692096	1434102	Strachowka	wies
0122306	1420092	Strachowko	wies
0242269	2603033	Stradlice	wies
0197155	0214042	Stradomia Dolna	wies
0209510	0214073	Stradomia Wierzchnia	wies
0812956	1201022	Stradomka	wies
0475648	2807032	Stradomno	wies
0875307	0223043	Stradow	osada
0236145	2603022	Stradow	wies
0504605	1605042	Stradunia	wies
0756896	2805022	Straduny	wies
0530560	3002073	Stradun	wies
0916615	3029033	Stradyn	wies
0559316	1002022	Stradzew	wies
0555962	1010102	Stradzew	wies
0558914	1002022	Stradzew-Gorki	wies
0565430	1427022	Stradzewo	wies
0179364	3202023	Stradzewo	wies
1045980	2807032	Strakowo	osada lesna
0584640	3024032	Stramnica	osada lesna
0584544	3024032	Stramnica	wies
0307566	3208042	Stramnica	wies
0590929	3025032	Stramnice	wies
0306160	3208022	Stramniczka	wies
0863882	0401062	Straszewo	wies
1038418	0806023	Straszewo	osada
0029340	2002042	Straszewo	wies
0156363	2207052	Straszewo	wies
0118902	1437032	Straszewy	wies
0839783	1803072	Straszecin	wies
0854110	0208112	Straszkow	osada
0287250	3009063	Straszkow	osada
0287243	3009063	Straszkow	wies
0288171	3009082	Straszkow	wies
0287289	3009063	Straszkowek	wies
0558179	1007082	Straszowa Wola	wies
0883502	0222033	Straszowice	wies
0912988	0811072	Straszow	wies
0550769	1010082	Straszow	wies
0253570	2604112	Straszow	wies
0654486	1816102	Straszydle	wies
0184543	3210043	Straszym	osada
0169331	2204042	Straszyn	wies
0273991	2604182	Strawczyn	wies
0274000	2604182	Strawczynek	wies
0025661	2002023	Straz	osada lesna
0040643	2011083	Straz	wies
0883525	0222033	Straza	wies
0270113	2605072	Straznica	wies
0775132	3207023	Straznica	osada lesna
0271041	2601052	Straznik	wies
0652926	1816092	Strazow	wies
0807091	2609072	Straczkow	wies
0531476	3217052	Straczno	wies
0856600	0224053	Strakowa	wies
0177980	3210013	Strapie	osada
0842390	0405022	Strebaczno	osada
0142898	2406072	Strebce	osada
0771312	2819033	Stregiel	wies
0765317	2819022	Stregielek	wies
0319948	1206022	Stregoborzyce	wies
0412100	2002152	Strekowa Gora	wies
0763175	2001052	Strekowizna	wies
0402840	1416062	Strekowo	wies
0402856	1416062	Strekowo Nieczykowskie	wies
0501541	1607082	Strobice	wies
0705290	1017032	Strobin	wies
0737829	1015082	Strobow	wies
0807116	2609072	Strochcice	wies
0366936	0216062	Strogoborzyce	wies
0813358	1204012	Strojcow	wies
0003330	1432032	Strojec	wies
0143449	1608043	Strojec	wies
0262533	2604152	Strojnow	wies
0639044	1401052	Stromiec	wies
0639104	1401052	Stromiecka Wola	wies
0872668	0214023	Stronia	wies
0449496	1207082	Stronie	wies
0070992	1218072	Stronie	wies
0984545	0208133	Stronie Slaskie	miasto
0855670	0208133	Stronie Slaskie	wies
0015272	0601092	Stroniec	kolonia
0727682	1005042	Stroniewice	wies
0084474	0403032	Stronno	wies
0088733	0403043	Stronno	osada lesna
0721372	1019032	Stronsko	wies
0236180	2603022	Stropieszyn	wies
0204381	3007072	Stropieszyn	wies
0579951	1427072	Stropkowo	wies
0310025	3216033	Stroslawiec	osada
0590384	3030033	Stroszki	wies
0498299	1601043	Stroszowice	wies
0123955	1420102	Strozecin	wies
0256314	2601032	Strozyska	wies
0877128	0223062	Stroza	wies
0383998	0607052	Stroza	wies
0413127	1006012	Stroza	wies
0550887	1009052	Stroza	osada lesna
0551266	1009052	Stroza	wies
0424757	1207032	Stroza	wies
0330602	1209042	Stroza	wies
0802805	2606053	Stroza	osada lesna
0802780	2606053	Stroza	wies
0384035	0607052	Stroza-Kolonia	kolonia
1063280	3209033	Strozany	osada
0996040	0220063	Stroze	osada
0866001	0418113	Stroze	wies
0428778	1210042	Stroze	wies
0837181	1216142	Stroze	wies
0359698	1817052	Stroze Male	wies
0359706	1817052	Stroze Wielkie	osada
0387683	0608072	Strozek	osada lesna
0524737	3001032	Strozewice	wies
0573865	1419102	Strozewko	wies
0524714	3001032	Strozewko	osada
0862463	0408043	Strozewo	wies
0860091	0411022	Strozewo	wies
0130040	1420122	Strozewo	wies
0524750	3001032	Strozewo	wies
0782037	3212053	Strozewo	wies
0684100	1434082	Strozki	kolonia
0533200	3024083	Strozki	wies
0418165	1205032	Strozna	wies
0425573	1205042	Strozowka	wies
0010458	1414063	Strubiny	wies
0122312	1420092	Strubiny	wies
0148719	2802022	Strubiny	osada
0155501	2802062	Strubno	wies
0846205	0404042	Strucfon	wies
0855345	0221072	Struga	wies
0908509	0802032	Struga	wies
0617315	1409022	Struga	osada lesna
0748974	2201072	Struga	wies
0082676	2202043	Struga	wies
0173002	2206082	Struga	wies
0780328	3204043	Struga	wies
0718720	1017102	Strugi	wies
0739060	1428082	Strugi	osada
0211429	3007112	Strugi	wies
0207333	3017052	Strugi	osada
0687327	1412132	Strugi Krzywickie	wies
0740040	1005102	Strugienice	wies
0701228	1014052	Strumiany	wies
0341480	1219053	Strumiany	wies
0723193	1405032	Strumiany	wies
0369550	3004013	Strumiany	wies
0586260	3021083	Strumiany	wies
0783605	3214102	Strumiany	wies
0370406	0204013	Strumienna	wies
0910713	0802063	Strumienno	wies
0178376	3202012	Strumienno	kolonia
0925258	2403113	Strumien	miasto
0370412	0204013	Strumyk	wies
0288290	3010052	Strumyk	wies
0510280	1415042	Struniawy	wies
0561187	1419032	Strupczewo Duze	wies
0363599	0209022	Strupice	wies
0276363	2607062	Strupice	wies
0693718	1433092	Strupiechow	wies
0101681	0603032	Strupin Duzy	wies
0101706	0603032	Strupin Lanowy	wies
0101712	0603032	Strupin Maly	wies
0879950	0220023	Strupina	wies
0700683	1003012	Strupiny	wies
0126416	1402092	Strusin	wies
0126422	1402092	Strusinek	wies
0559977	1419012	Strusino	wies
0683602	1426062	Strusy	wies
0740949	2201012	Struszewo	wies
0392187	0617052	Struza	wies
0392193	0617052	Struza-Kolonia	kolonia
0842207	0415022	Struzal	wies
0907830	0802022	Struzka	wies
1014139	2202032	Struzka	osada
0745711	2203052	Struzka	osada lesna
0802248	2612043	Struzki	wies
0191454	0206072	Struznica	wies
0854908	0217032	Struzyna	wies
0482789	2815083	Struzyna	wies
0178525	0803012	Struzyny	osada
0680762	1403072	Strych	wies
0162197	2213052	Strych	wies
0588542	3003062	Strychowo	wies
0185985	0803032	Strychy	wies
0276400	2607062	Stryczowice	wies
0674402	0616022	Stryj	wies
0398505	2007013	Stryjaki	wies
0707248	1003023	Stryje Ksieze	wies
0707277	1003023	Stryje Paskowe	wies
0028955	2002042	Stryjenszczyzna	kolonia
0471900	2814023	Stryjewo	wies
0115795	1402052	Stryjewo Male	wies
0115789	1402052	Stryjewo Wielkie	wies
0521928	1434113	Stryjki	wies
0408020	2014042	Stryjki	wies
0480098	2809032	Stryjkowo	wies
0882900	0222022	Stryjno	wies
0390372	0617042	Stryjno Drugie	wies
0390403	0617042	Stryjno Pierwsze	wies
0390395	0617042	Stryjno-Kolonia	kolonia
0889841	0606042	Stryjow	wies
0023900	2003032	Stryki	wies
0643324	1436053	Strykowice Blotne	wies
0643376	1436053	Strykowice Gorne	wies
0643360	1436053	Strykowice Podlesne	wies
0595128	3021143	Strykowo	wies
0959240	1020083	Strykow	miasto
0629494	1406073	Strykow	wies
0595140	3021143	Strykowko	osada
0163475	2205023	Strysza Buda	wies
0069575	1215072	Stryszawa	wies
0185991	0803032	Stryszewo	wies
0318570	1219022	Stryszowa	wies
0071052	1218072	Stryszow	wies
0016188	0601102	Strzakly	wies
0530815	3217043	Strzaliny	wies
0131707	1012032	Strzala	kolonia
0686836	1426082	Strzala	wies
0476642	2817032	Strzala	osada lesna
0701234	1014052	Strzalki	wies
0564955	1404022	Strzalki	wies
0629784	1406083	Strzalki	wies
0511410	1415052	Strzalki	wies
0872674	0214023	Strzalkowa	wies
0367545	0209082	Strzalkowice	wies
0127485	1413062	Strzalkowo	wies
0481034	2815042	Strzalkowo	wies
0296621	3023072	Strzalkowo	wies
0549571	1012122	Strzalkow	wies
0641615	1425122	Strzalkow	wies
0272968	2601062	Strzalkow	wies
0202643	3007062	Strzalkow	wies
0864195	0418092	Strzaly	wies
0310568	3208052	Strzebielewo	osada
0774701	3214042	Strzebielewo	wies
0161973	2215052	Strzebielinko	wies
0167450	2215082	Strzebielino	wies
0727713	1005042	Strzebieszew	wies
0135540	2407062	Strzebin	wies
0347910	1821022	Strzebowiska	wies
0673667	1412082	Strzebula	wies
0743860	2203043	Strzeczona	wies
0875230	0223043	Strzeganowice	wies
0826473	1803063	Strzegocice	wies
0569007	1002062	Strzegocin	wies
0128622	1424052	Strzegocin	wies
0984551	0219063	Strzegom	miasto
0805904	2612062	Strzegom	wies
0805910	2612062	Strzegomek	wies
0880225	0223073	Strzegomiany	wies
0744189	2212032	Strzegomino	osada
0224722	1212073	Strzegowa	wies
0204754	3017023	Strzegowa	wies
0127090	1413052	Strzegowo	wies
0786064	3207063	Strzegowo	wies
0880662	0217043	Strzegow	wies
0909584	0802052	Strzegow	wies
0495332	1601033	Strzegow	wies
0313294	3209082	Strzekecino	wies
0874259	0214032	Strzelce	wies
0853501	0219052	Strzelce	wies
0846470	0406033	Strzelce	wies
0091758	0409033	Strzelce	wies
0101103	0603022	Strzelce	wies
0386710	0614083	Strzelce	wies
0577550	1002102	Strzelce	kolonia
0577580	1002102	Strzelce	osada
0577544	1002102	Strzelce	wies
0546265	1007032	Strzelce	wies
0493652	1606012	Strzelce	wies
0257383	2612032	Strzelce	wies
0524789	3001032	Strzelce	wies
0084480	0403032	Strzelce Dolne	wies
0084497	0403032	Strzelce Gorne	wies
0187688	0806043	Strzelce Klasztorne	wies
0935742	0806043	Strzelce Krajenskie	miasto
0577596	1002102	Strzelce Kujawskie	osada
0093674	0403062	Strzelce Lesne	osada lesna
0545797	1012102	Strzelce Male	wies
0831830	1202072	Strzelce Male	wies
0374717	3004052	Strzelce Male	wies
0965915	1611053	Strzelce Opolskie	miasto
0145922	1009072	Strzelce Wielkie	wies
0831860	1202072	Strzelce Wielkie	wies
0374723	3004052	Strzelce Wielkie	wies
0101126	0603022	Strzelce-Kolonia	kolonia
0730460	1005072	Strzelcew	wies
0765079	2001062	Strzelcowizna	wies
0529723	3001053	Strzelczyki	wies
0773995	3206033	Strzelczyn	wies
0303108	3201022	Strzelec	osada
0503600	1605032	Strzeleczki	wies
0095644	0403072	Strzelewo	wies
0780216	3204043	Strzelewo	wies
0524772	3001032	Strzelecin	wies
0167480	2215082	Strzelecino	wies
0987331	0217043	Strzelin	miasto
0750860	2212082	Strzelinko	wies
0750882	2212082	Strzelino	wies
0173226	2206082	Strzelki	wies
0728842	1021042	Strzelna	wies
0115803	1402052	Strzelnia	wies
0498307	1601043	Strzelniki	wies
0764039	2816023	Strzelniki	wies
0191951	0225043	Strzelno	wies
0929598	0409043	Strzelno	miasto
0170831	2211072	Strzelno	wies
0096678	0409043	Strzelno Klasztorne	wies
0725424	1021022	Strzemboszewice	wies
0119706	1420072	Strzembowo	wies
0537533	1016042	Strzemeszna	wies
0537540	1016042	Strzemeszna Pierwsza	wies
0564056	1419063	Strzemeszno	wies
0514791	1411052	Strzemieczne-Hieronimy	wies
0514800	1411052	Strzemieczne-Oleksy	wies
0521012	1411092	Strzemieczne-Sedki	wies
0514816	1411052	Strzemieczne-Wiosny	wies
0850678	0402102	Strzemiuszczek	przysiolek
0086272	0407042	Strzemkowo	osada
0005463	1421052	Strzeniowka	wies
0165681	2215062	Strzepcz	wies
0302592	3209012	Strzepowo	wies
0114850	1402033	Strzeszewo	wies
0577107	1419142	Strzeszewo	wies
0112294	1437013	Strzeszewo	wies
0408557	2007072	Strzeszewo	wies
0752680	2208052	Strzeszewo	osada
0597044	3025043	Strzeszki	wies
0279611	2602092	Strzeszkowice	wies
0387068	0609102	Strzeszkowice Duze	wies
0387134	0609102	Strzeszkowice Male	wies
0916012	0811082	Strzeszowice	wies
0883100	0220042	Strzeszow	wies
0784556	3206083	Strzeszow	wies
0438127	1207062	Strzeszyce	wies
0345354	1205023	Strzeszyn	wies
0311591	3215043	Strzeszyn	osada
0990391	3215052	Strzeszyn	osada
0302600	3209012	Strzezenice	wies
0777177	3207033	Strzezewko	wies
0777183	3207033	Strzezewo	wies
0309401	3209063	Strzezewo	osada
0251825	1208053	Strzezow Drugi	wies
0251860	1208053	Strzezow Pierwszy	wies
1010331	3215062	Strzezyslaw	osada
0266650	2605052	Strzeboszow	wies
0583852	3005012	Strzepin	wies
0782340	3218032	Strzmiele	wies
0220977	2411082	Strzybnik	wies
0734512	1015072	Strzyboga	wies
0196316	3020022	Strzydzew	wies
0847890	0402082	Strzygi	wies
0861104	0418063	Strzygi	wies
0861110	0418063	Strzygowska Kolonia	kolonia
0773096	3205012	Strzykocin	osada
0005865	1432063	Strzykuly	osada
0084304	0403022	Strzyzawa	wies
0122938	1424032	Strzyze	wies
0732832	1438023	Strzyze	wies
0679954	0611052	Strzyzew	wies
0003352	1432032	Strzyzew	wies
0208427	3017072	Strzyzew	wies
0196612	3020032	Strzyzew	wies
0392030	0609122	Strzyzewice	wies
0542623	1001052	Strzyzewice	wies
0377012	3013052	Strzyzewice	wies
0199250	3006012	Strzyzewko	wies
0917253	3015063	Strzyzewo	wies
0598180	3030053	Strzyzewo	wies
0583645	3003032	Strzyzewo Koscielne	wies
0583651	3003032	Strzyzewo Paczkowe	wies
0583674	3003032	Strzyzewo Smykowe	wies
0300877	3003103	Strzyzewo Witkowskie	wies
0861127	0418063	Strzyzki	wies
0581310	3014012	Strzyzmin	wies
0783611	3214102	Strzyzno	osada
0394447	0614112	Strzyzowice	wies
0220380	2401062	Strzyzowice	wies
0801906	2606043	Strzyzowice	wies
0193186	0212053	Strzyzowiec	wies
0905161	0604082	Strzyzowiec	wies
0888988	0604032	Strzyzow	wies
0618332	1007023	Strzyzow	wies
0975010	1819043	Strzyzow	miasto
0011831	0601042	Strzyzowka	wies
0622003	1407042	Strzyzyna	osada lesna
0621989	1407042	Strzyzyna	wies
0743451	2212022	Strzyzyno	wies
0611732	1813092	Stubienko	wies
0611749	1813092	Stubno	wies
0784310	3207052	Stuchowo	osada
0753159	2001022	Stuczanka	osada lesna
0847162	2812052	Studa	osada
1042561	1821052	Studenne	wies
0365894	0209062	Studnica	wies
0747578	2201063	Studnica	osada
0476932	2814063	Studnica	wies
0776775	3214053	Studnica	wies
0305047	3203013	Studniczka	osada
0619805	1407022	Studnie	wies
0859107	0418043	Studniska	osada
0192577	0225052	Studniska Dolne	wies
0192590	0225052	Studniska Gorne	wies
0382378	0612022	Studnisko	wies
0609190	1814062	Studzian	wies
0723856	1013023	Studzianek	wies
0469866	2814013	Studzianek	osada
0015444	0601092	Studzianka	kolonia
0015415	0601092	Studzianka	wies
1060085	1419092	Studzianka	osada lesna
0476949	2814063	Studzianka	wies
0197965	3020042	Studzianka	kolonia
0394252	0607102	Studzianki	wies
0535669	1001022	Studzianki	kolonia
0556571	1010112	Studzianki	wies
0737404	1013062	Studzianki	wies
0537556	1016042	Studzianki	wies
0120572	1414043	Studzianki	wies
0043676	2002133	Studzianki	wies
0797501	2606032	Studzianki	wies
0619828	1407022	Studzianki Pancerne	wies
0394269	0607102	Studzianki-Kolonia	kolonia
0556588	1010112	Studzianki-Kolonia	wies
0548560	1007062	Studzianna	wies
0369567	3004013	Studzianna	wies
0757720	2009022	Studziany Las	wies
0704327	1009022	Studzienica	wies
0634414	1425092	Studzienice	wies
0751574	2201082	Studzienice	wies
0162346	2213052	Studzienice	wies
0220635	2410053	Studzienice	wies
0910469	0804043	Studzieniec	wies
0575433	1419112	Studzieniec	wies
0575143	1427052	Studzieniec	wies
0735061	1438032	Studzieniec	wies
0804632	1818032	Studzieniec	wies
0539288	2605012	Studzieniec	wies
0479089	2808043	Studzieniec	wies
0524795	3001032	Studzieniec	wies
0529172	3016023	Studzieniec	wies
0088390	0410013	Studzienki	wies
1051991	1216153	Studzienki	osada
0855954	0208143	Studzienno	wies
0282139	3009032	Studzien	wies
0030656	2011022	Studzienczyna	wies
0182277	0807012	Studzionka	wies
0220687	2410053	Studzionka	wies
0367404	0211032	Studzionki	wies
0527977	3001043	Studzce	wies
0771335	2819033	Stulichy	wies
0110585	0619072	Stulno	wies
0023917	2003032	Stupniki	wies
0356270	1801052	Stuposiany	wies
0127522	1413062	Stupsk	wies
0547537	1007043	Stuzno	wies
0547603	1007043	Stuzno-Kolonia	wies
0375929	3022053	Stwolno	wies
0155398	2802062	Stygajny	osada
0650318	1816063	Stykow	wies
0231350	2611022	Stykow	wies
0508425	1415032	Stylagi	wies
0470680	2801032	Styligi	kolonia
0281364	3009022	Stypin	wies
0081671	2202032	Styporc	osada
0399278	2013052	Stypulki-Borki	wies
0400515	2013062	Stypulki-Giemzino	wies
0399284	2013052	Stypulki-Szymany	wies
0399290	2013052	Stypulki-Swiechy	wies
0910475	0804043	Stypulow	wies
0010949	0601032	Styrzyniec	wies
0174378	2214052	Subkowy	wies
0174361	2214052	Subkowy Dworzec	osada
0190220	0210033	Sucha	osada
0090842	0416042	Sucha	wies
0917514	0809102	Sucha	wies
0716879	1011052	Sucha	wies
0713987	1014082	Sucha	wies
0339827	1212062	Sucha	wies
0614630	1401013	Sucha	wies
0631048	1425082	Sucha	wies
0503356	1611053	Sucha	wies
0174823	2205072	Sucha	wies
0211725	3006043	Sucha	wies
0177840	3210013	Sucha	osada lesna
0306472	3215052	Sucha	wies
0310048	3216033	Sucha	wies
0925287	1215021	Sucha Beskidzka	miasto
0912043	0810062	Sucha Dolna	wies
0041306	2011093	Sucha Gora	wies
0366600	0216043	Sucha Gorna	wies
0170179	2204052	Sucha Huta	wies
0494864	1607013	Sucha Kamienica	wies
0311131	3209073	Sucha Koszalinska	wies
0631077	1425082	Sucha Poduchowna	wies
0491110	1602013	Sucha Psina	wies
0765085	2001062	Sucha Rzeczka	wies
0459721	1210152	Sucha Struga	wies
0883821	0220052	Sucha Wielka	wies
0766682	2012052	Sucha Wies	wies
0607280	1809063	Sucha Wola	osada
0786526	0607023	Sucha Wolka	wies
0159189	2804093	Suchacz	wies
0784088	3214113	Suchanki	kolonia
0784059	3214113	Suchanowko	wies
0979716	3214113	Suchan	miasto
0092522	0410033	Suchary	wies
0300251	3010142	Suchary	wies
0083753	0409012	Sucharzewo	wies
0580894	3026012	Sucharzewo	wies
0790700	2609062	Sucharzow	wies
0085574	0407033	Suchatowka	wies
0110852	0619082	Suchawa	wies
0469582	2808022	Suchawa	wies
0538780	1001032	Suchcice	wies
0508431	1415032	Suchcice	wies
0468861	1217052	Suche	wies
0511893	1411042	Suche	osada lesna
0517594	1411062	Suche	wies
0897846	0606092	Suche Lipie	wies
0948360	2610053	Suchedniow	miasto
0910831	0811052	Suchleb	wies
0180108	3210033	Suchlica	wies
0168640	2213082	Suchobrzeznica	wies
0679977	0611052	Suchocin	wies
0003085	1408022	Suchocin	wies
0722029	1019042	Suchoczasy	wies
0495591	1611012	Suchodaniec	wies
0898834	0620102	Suchodebie	wies
0569289	1002072	Suchodebie	wies
1065378	2201063	Suchodebie	osada
0026896	2011013	Suchodolina	wies
0684642	1426053	Suchodolek	wies
0380468	0606022	Suchodoly	wies
0792248	0607042	Suchodoly	wies
0567623	1002043	Suchodoly	wies
0759423	2012032	Suchodoly	wies
0477802	2808032	Suchodoly	osada
0488697	2808062	Suchodoly	osada
0908194	0811032	Suchodol	wies
0009449	1418063	Suchodol	wies
0561218	1419032	Suchodol	wies
1058326	1423063	Suchodol	osada lesna
0566339	1428032	Suchodol	wies
0672372	1433022	Suchodol	wies
0685699	1429072	Suchodol Szlachecki	wies
0684665	1426053	Suchodol Wielki	wies
0685682	1429072	Suchodol Wloscianski	wies
0802811	2606053	Suchodolka	wies
0772464	2806102	Sucholaski	wies
0080909	0416012	Suchom	wies
1025640	0603042	Suchomila	osada
0328953	1219043	Suchoraba	wies
0099926	0413043	Suchoraczek	wies
0088408	0410013	Suchorecz	wies
0088414	0410013	Suchoreczek	wies
0518406	2817052	Suchorowiec	osada
0751887	2201092	Suchorze	osada
0753490	2012012	Suchorzec	wies
0207267	3020063	Suchorzew	wies
0199266	3006012	Suchorzewko	wies
0787543	1820013	Suchorzow	wies
0709804	1011022	Suchorzyn	wies
0009455	1418063	Suchostruga	wies
0872970	0217012	Suchowice	wies
0690192	1412142	Suchowizna	wies
0307017	3203033	Suchowo	wies
0022496	0615082	Suchowola	kolonia
1024959	0615082	Suchowola	osada lesna
