Nr_ankiety	pyt1	pyt2	pyt3	pyt4	pyt5	pyt6	Id_szkoly	Plec
a1990	3	5	1	1	5	1	S048	k
a1991	2	1	4	2	2	1	S048	k
a1992	2	4	2	3	4	5	S048	k
a1993	1	2	1	4	3	4	S048	m
a1994	1	3	3	3	5	3	S048	m
a1995	5	4	4	2	1	1	S048	k
a1996	2	1	1	2	4	2	S048	k
a1997	2	3	3	2	4	5	S048	m
a1998	3	4	1	1	3	3	S048	m
a1999	3	2	4	3	3	1	S048	k
a2000	4	1	2	4	1	5	S048	k
a2001	4	2	2	2	3	4	S048	m
a2002	2	4	3	3	3	3	S048	k
a2003	5	4	3	4	5	1	S048	k
a2004	3	2	1	4	2	4	S048	k
a2005	5	2	2	3	2	1	S048	k
a2006	2	1	1	4	5	3	S048	k
a2007	2	4	4	3	5	4	S048	k
a2008	1	4	5	3	2	3	S048	k
a2009	4	3	1	3	5	3	S048	k
a2010	4	3	5	3	1	1	S048	k
a2011	2	1	2	3	1	5	S048	k
a2012	2	4	5	1	4	4	S048	k
a2013	5	2	2	2	4	4	S049	m
a2014	3	3	4	4	2	3	S049	m
a2015	2	3	4	4	5	4	S049	k
a2016	2	3	3	3	1	5	S049	k
a2017	5	3	4	1	4	2	S049	k
a2018	5	3	5	2	3	5	S049	m
a2019	4	3	4	3	1	5	S049	m
a2020	4	3	5	3	1	5	S049	m
a2021	1	3	4	4	3	4	S049	k
a2022	4	1	4	4	5	4	S049	m
a2023	3	3	2	3	3	2	S049	k
a2024	2	2	2	2	3	3	S049	k
a2025	2	3	2	3	5	4	S049	m
a2026	4	1	4	4	4	2	S049	m
a2027	2	2	1	4	2	4	S049	k
a2028	4	1	3	4	5	4	S049	k
a2029	4	3	4	1	1	3	S049	m
a2030	5	1	3	4	4	2	S049	m
a2031	4	2	1	4	2	2	S049	m
a2032	3	1	3	4	1	4	S049	k
a2033	3	2	3	2	5	2	S049	k
a2034	3	2	2	3	1	4	S049	m
a2035	3	2	4	3	5	2	S049	k
a2036	2	3	1	2	1	4	S049	m
a2037	3	2	3	1	1	2	S049	k
a2038	2	1	2	1	1	3	S049	k
a2039	5	2	3	2	3	5	S049	k
a2040	5	3	1	3	1	4	S049	k
a2041	3	2	4	3	3	4	S049	m
a2042	5	1	1	2	2	4	S049	k
a2043	4	1	1	1	1	4	S049	m
a2044	2	1	5	4	2	5	S049	m
a2045	3	1	4	4	3	4	S049	m
a2046	3	3	1	1	1	4	S049	m
a2047	4	2	1	3	4	3	S049	m
a2048	2	2	2	3	1	4	S049	m
a2049	3	3	2	3	5	2	S049	m
a2050	3	1	1	3	2	4	S049	m
a2051	3	3	3	2	2	3	S049	m
a2052	2	1	2	2	4	2	S049	m
a2053	5	1	1	3	3	4	S049	m
a2054	4	1	1	3	1	4	S049	m
a2055	5	2	4	3	3	4	S049	m
a2056	2	1	4	2	3	3	S050	m
a2057	3	3	1	3	1	1	S050	m
a2058	3	1	3	2	1	4	S050	k
a2059	1	2	1	1	1	5	S050	k
a2060	5	2	2	3	4	3	S050	m
a2061	3	2	1	3	3	4	S050	k
a2062	5	2	2	2	4	5	S050	k
a2063	3	2	2	3	3	5	S050	k
a2064	4	1	2	3	1	1	S050	k
a2065	2	3	1	3	1	4	S050	m
a2066	1	2	4	3	3	3	S050	k
a2067	2	2	3	3	4	3	S050	k
a2068	2	1	3	3	5	4	S050	m
a2069	2	1	2	4	5	1	S050	k
a2070	3	2	2	4	3	1	S050	k
a2071	4	2	4	3	2	3	S050	m
a2072	3	3	3	2	2	4	S050	k
a2073	4	4	4	2	2	5	S050	m
a2074	2	2	4	3	1	1	S050	k
a2075	5	4	4	3	4	3	S050	m
a2076	5	1	5	2	5	3	S050	m
a2077	3	1	1	1	3	3	S050	k
a2078	4	4	4	3	3	1	S050	k
a2079	5	4	3	1	4	2	S050	k
a2080	1	4	2	3	2	5	S050	k
a2081	4	4	4	3	4	4	S050	m
a2082	1	4	1	4	4	2	S050	m
a2083	5	4	2	3	5	5	S050	k
a2084	5	3	4	4	2	2	S050	m
a2085	1	3	3	1	5	1	S050	m
a2086	1	3	4	3	1	3	S050	k
a2087	4	2	1	1	1	3	S050	m
a2088	3	1	2	1	3	2	S050	m
a2089	5	2	2	2	2	3	S050	m
a2090	2	1	5	3	1	1	S050	m
a2091	2	1	1	1	2	5	S050	m
a2092	1	1	3	3	1	3	S050	m
a2093	1	4	4	1	4	1	S050	m
a2094	2	3	3	2	2	4	S050	m
a2095	1	2	2	3	5	5	S050	m
a2096	5	2	2	3	2	3	S050	m
a2097	4	2	4	4	1	2	S050	m
a2098	2	3	1	1	4	3	S050	m
a2099	4	1	1	2	2	3	S051	k
a2100	3	1	3	2	4	5	S051	k
a2101	3	3	1	2	5	2	S051	k
a2102	2	2	3	3	2	4	S051	k
a2103	4	2	3	3	2	3	S051	k
a2104	4	2	3	2	1	4	S051	m
a2105	4	3	1	4	1	4	S051	m
a2106	5	2	2	3	2	3	S051	m
a2107	3	1	1	1	1	5	S051	k
a2108	2	1	4	1	4	4	S051	k
a2109	3	3	5	1	3	3	S051	m
a2110	3	3	1	1	5	2	S051	m
a2111	3	1	3	1	5	4	S051	m
a2112	3	1	4	1	5	4	S051	k
a2113	3	1	2	3	4	4	S051	k
a2114	3	1	5	1	5	5	S051	m
a2115	2	1	2	3	5	5	S051	k
a2116	4	3	1	2	4	5	S051	m
a2117	4	3	1	1	5	5	S051	m
a2118	3	2	3	3	3	4	S051	k
a2119	3	2	1	4	4	4	S051	k
a2120	4	2	1	3	3	4	S051	k
a2121	3	3	2	3	5	2	S051	k
a2122	3	2	3	3	1	3	S051	k
a2123	3	2	2	3	4	4	S051	m
a2124	3	1	1	3	5	2	S051	k
a2125	4	3	3	3	2	5	S051	k
a2126	5	2	4	4	1	5	S051	m
a2127	5	2	2	3	2	2	S051	m
a2128	3	2	1	2	3	4	S051	m
a2129	2	3	3	3	2	2	S051	m
a2130	4	2	1	3	5	4	S051	k
a2131	4	1	1	1	4	4	S051	k
a2132	3	2	2	4	5	5	S051	k
a2133	2	2	2	3	3	4	S051	k
a2134	4	1	2	3	1	5	S051	k
a2135	2	1	3	1	3	3	S051	k
a2136	5	3	2	4	1	4	S051	k
a2137	4	1	1	1	4	3	S051	k
a2138	3	2	1	4	5	4	S051	k
a2139	3	2	2	1	1	4	S051	k
a2140	3	1	2	4	3	3	S051	k
a2141	2	1	1	3	1	3	S051	k
a2142	2	2	2	2	1	5	S052	k
a2143	4	1	1	2	2	4	S052	k
a2144	2	2	1	2	2	4	S052	m
a2145	2	2	1	5	3	5	S052	m
a2146	5	2	3	3	1	4	S052	m
a2147	4	3	1	3	2	5	S052	m
a2148	3	2	4	1	2	5	S052	m
a2149	2	1	1	3	5	4	S052	k
a2150	4	2	4	3	4	5	S052	k
a2151	3	2	3	1	5	4	S052	m
a2152	4	3	2	3	5	2	S052	k
a2153	4	3	3	1	5	4	S052	m
a2154	5	1	2	3	5	5	S052	k
a2155	2	2	3	3	1	4	S052	m
a2156	4	2	2	4	1	3	S052	m
a2157	5	1	4	1	3	4	S052	k
a2158	5	3	3	3	2	2	S052	k
a2159	4	1	1	3	2	3	S052	m
a2160	2	2	2	3	5	4	S052	m
a2161	3	1	2	4	3	4	S052	k
a2162	5	1	3	1	3	2	S052	m
a2163	4	1	1	4	2	4	S052	m
a2164	3	2	4	4	4	4	S052	m
a2165	2	3	1	4	1	4	S052	k
a2166	5	2	1	3	4	4	S052	k
a2167	4	3	3	1	2	4	S052	m
a2168	2	2	2	1	4	5	S052	m
a2169	3	2	1	3	3	4	S052	k
a2170	5	2	1	2	4	2	S052	k
a2171	3	1	3	4	5	2	S052	m
a2172	5	2	2	1	4	4	S052	m
a2173	5	1	5	4	1	2	S052	k
a2174	2	3	4	2	4	5	S052	k
a2175	5	2	1	4	2	3	S052	k
a2176	5	2	2	3	2	4	S052	k
a2177	5	3	1	4	1	2	S052	k
a2178	4	1	1	2	3	3	S052	k
a2179	3	1	4	1	3	4	S052	k
a2180	3	2	2	2	2	2	S052	k
a2181	5	1	3	3	1	2	S052	k
a2182	5	2	2	2	2	3	S052	k
a2183	3	3	1	3	1	3	S052	k
a2184	2	3	3	3	2	4	S052	k
a2185	3	1	1	3	5	4	S053	m
a2186	3	1	1	4	5	5	S053	k
a2187	2	2	2	2	3	2	S053	m
a2188	4	1	5	3	1	4	S053	m
a2189	4	2	1	3	3	2	S053	m
a2190	4	2	2	3	1	3	S053	k
a2191	5	2	4	4	2	4	S053	k
a2192	4	1	4	3	2	4	S053	m
a2193	5	1	4	1	3	4	S053	k
a2194	3	3	1	3	3	3	S053	m
a2195	2	2	4	1	2	5	S053	k
a2196	3	1	1	3	3	4	S053	m
a2197	2	1	5	2	2	4	S053	k
a2198	5	1	5	3	4	3	S053	k
a2199	2	2	4	2	3	4	S053	m
a2200	4	1	3	1	2	4	S053	m
a2201	5	1	5	3	3	4	S053	k
a2202	4	2	4	3	4	5	S053	k
a2203	3	2	3	2	1	2	S053	m
a2204	4	2	1	3	4	3	S053	k
a2205	3	2	3	3	2	3	S053	k
a2206	2	1	5	2	5	4	S053	k
a2207	4	1	1	1	1	2	S053	k
a2208	2	2	4	3	1	3	S053	k
a2209	5	2	1	2	1	5	S053	m
a2210	4	1	1	3	4	4	S053	m
a2211	2	3	1	4	2	3	S053	k
a2212	3	2	2	1	2	4	S053	m
a2213	5	2	3	3	1	2	S053	m
a2214	2	2	1	2	4	2	S053	k
a2215	4	2	2	3	5	2	S053	m
a2216	3	3	1	3	5	2	S053	m
a2217	3	2	2	3	5	4	S053	k
a2218	3	2	1	4	3	4	S053	k
a2219	2	2	2	3	3	3	S053	k
a2220	3	1	2	2	1	2	S053	k
a2221	3	2	1	3	4	3	S053	k
a2222	2	1	2	1	5	3	S053	k
a2223	4	3	1	3	5	3	S053	k
a2224	2	1	1	4	4	5	S053	k
a2225	2	1	3	3	3	2	S053	k
a2226	2	2	1	3	2	3	S053	k
a2227	2	3	1	3	1	3	S053	k
a2228	3	4	3	4	5	4	S054	m
a2229	5	3	2	4	3	3	S054	m
a2230	1	2	1	3	4	2	S054	k
a2231	1	2	2	3	4	2	S054	k
a2232	1	1	1	4	2	2	S054	k
a2233	5	1	2	1	3	2	S054	m
a2234	1	1	1	3	1	5	S054	k
a2235	5	2	1	2	3	4	S054	m
a2236	3	3	3	2	2	1	S054	m
a2237	5	2	1	3	2	1	S054	k
a2238	5	3	4	3	4	2	S054	k
a2239	3	1	1	3	1	4	S054	m
a2240	1	1	4	4	4	1	S054	m
a2241	4	3	4	4	5	1	S054	m
a2242	4	3	2	5	4	1	S054	k
a2243	5	2	3	2	3	1	S054	k
a2244	1	3	5	3	4	2	S054	m
a2245	4	2	4	3	3	1	S054	m
a2246	3	3	1	4	2	1	S054	k
a2247	5	1	2	1	5	5	S054	k
a2248	5	3	2	2	4	4	S054	m
a2249	2	2	4	1	1	5	S054	m
a2250	1	1	2	3	2	2	S054	m
a2251	2	3	4	3	1	3	S054	k
a2252	2	1	4	3	5	5	S054	k
a2253	2	1	3	3	3	4	S054	k
a2254	4	1	5	4	3	1	S054	m
a2255	4	3	4	2	3	4	S054	m
a2256	5	2	3	1	2	1	S054	m
a2257	2	2	3	3	4	4	S054	m
a2258	4	2	4	1	4	3	S054	k
a2259	2	1	5	2	5	5	S054	k
a2260	1	1	3	1	4	5	S054	m
a2261	4	1	4	1	3	2	S054	m
a2262	4	1	4	3	1	1	S054	m
a2263	5	1	3	1	2	1	S054	m
a2264	2	2	1	1	1	4	S054	m
a2265	2	1	4	3	1	3	S054	m
a2266	4	3	4	3	2	1	S054	m
a2267	5	2	4	3	1	1	S054	m
a2268	5	3	1	4	3	2	S054	m
a2269	3	3	5	2	4	1	S054	m
a2270	1	3	2	4	3	2	S054	m
a2271	4	3	1	2	5	1	S055	k
a2272	1	3	5	3	4	5	S055	m
a2273	3	1	3	3	2	4	S055	m
a2274	2	1	1	2	3	2	S055	m
a2275	5	1	2	1	3	3	S055	k
a2276	3	4	2	3	1	2	S055	k
a2277	3	2	4	3	5	4	S055	k
a2278	1	2	3	2	3	4	S055	k
a2279	1	3	3	2	2	4	S055	k
a2280	3	2	2	5	5	4	S055	k
a2281	2	1	3	2	1	3	S055	k
a2282	4	2	1	1	4	2	S055	k
a2283	4	4	1	3	2	2	S055	k
a2284	1	3	1	3	3	3	S055	k
a2285	3	1	1	1	4	2	S055	k
a2286	3	4	2	3	5	2	S055	m
a2287	1	4	3	2	5	2	S055	k
a2288	3	4	1	3	1	2	S055	k
a2289	3	4	2	4	4	5	S055	k
a2290	3	4	3	2	2	5	S055	m
a2291	4	4	2	1	3	3	S055	m
a2292	1	1	1	2	2	5	S055	k
a2293	1	2	2	3	4	3	S055	m
a2294	5	1	2	2	4	2	S055	m
a2295	2	4	4	3	3	1	S055	k
a2296	5	1	2	1	3	1	S055	k
a2297	1	3	5	3	3	2	S055	m
a2298	1	4	1	3	5	1	S055	m
a2299	3	2	4	3	1	3	S055	m
a2300	3	1	1	4	4	3	S055	m
a2301	3	3	5	3	1	1	S055	m
a2302	5	3	1	1	2	4	S055	m
a2303	1	4	3	2	5	3	S055	m
a2304	2	3	5	3	1	5	S055	m
a2305	1	2	1	3	1	1	S055	m
a2306	5	3	2	3	2	5	S055	m
a2307	2	2	5	1	4	2	S055	m
a2308	5	1	2	3	4	3	S055	m
a2309	5	3	2	5	3	5	S055	m
a2310	2	2	1	1	3	1	S055	m
a2311	4	2	5	3	4	1	S055	m
a2312	2	1	4	2	4	5	S055	m
a2313	4	1	3	2	4	2	S055	m
a2314	5	1	2	3	5	3	S056	m
a2315	4	2	4	2	3	4	S056	m
a2316	3	3	1	3	3	5	S056	m
a2317	5	3	3	4	1	2	S056	m
a2318	5	2	3	2	5	3	S056	m
a2319	2	3	1	1	5	5	S056	k
a2320	3	3	1	4	5	4	S056	m
a2321	4	2	2	3	1	2	S056	k
a2322	4	1	2	3	2	4	S056	k
a2323	5	2	1	3	2	2	S056	k
a2324	5	2	3	1	1	4	S056	k
a2325	4	3	1	4	1	5	S056	m
a2326	4	2	1	2	2	4	S056	m
a2327	3	1	4	3	5	5	S056	m
a2328	5	2	3	1	5	5	S056	k
a2329	5	2	2	3	5	4	S056	m
a2330	5	1	2	4	2	4	S056	m
a2331	4	1	2	3	2	2	S056	m
a2332	5	3	1	2	4	2	S056	m
a2333	2	1	3	4	4	5	S056	k
a2334	5	3	3	3	2	5	S056	k
a2335	5	3	4	3	4	4	S056	k
a2336	3	2	1	2	4	5	S056	k
a2337	3	1	5	3	2	5	S056	k
a2338	2	1	2	3	3	5	S056	k
a2339	2	2	3	3	4	4	S056	k
a2340	5	2	3	3	5	3	S056	m
a2341	5	3	1	3	5	4	S056	m
a2342	4	1	4	4	5	4	S056	m
a2343	2	3	2	2	5	4	S056	m
a2344	3	3	4	4	1	4	S056	m
a2345	4	3	2	5	3	2	S056	k
a2346	4	3	2	3	4	5	S056	k
a2347	4	1	2	3	1	4	S056	k
a2348	4	2	4	4	4	2	S056	k
a2349	4	1	5	3	1	5	S056	k
a2350	5	2	4	3	5	3	S056	k
a2351	4	3	1	1	5	3	S056	k
a2352	5	3	3	4	1	5	S056	k
a2353	3	2	4	1	2	4	S056	k
a2354	3	2	1	3	1	3	S056	k
a2355	4	2	2	3	5	3	S056	k
a2356	3	1	5	3	2	5	S056	k
a2357	2	3	2	1	1	3	S057	k
a2358	3	2	2	3	3	2	S057	m
a2359	5	2	3	2	1	5	S057	m
a2360	4	1	1	3	5	4	S057	k
a2361	5	2	3	4	4	1	S057	m
a2362	4	3	2	2	5	5	S057	k
a2363	2	2	1	3	5	5	S057	k
a2364	5	1	3	3	2	3	S057	m
a2365	4	3	4	4	5	1	S057	k
a2366	4	2	4	4	5	3	S057	m
a2367	5	2	4	1	5	4	S057	m
a2368	5	3	2	2	1	1	S057	k
a2369	3	3	3	2	4	4	S057	k
a2370	4	3	3	4	4	1	S057	m
a2371	5	1	5	4	4	5	S057	m
a2372	2	2	4	4	5	3	S057	k
a2373	5	3	2	2	2	1	S057	m
a2374	3	3	1	4	2	2	S057	m
a2375	5	1	1	2	3	3	S057	m
a2376	2	1	5	3	3	5	S057	k
a2377	3	3	4	2	2	2	S057	k
a2378	4	2	2	4	4	2	S057	k
a2379	4	2	2	3	2	2	S057	k
a2380	2	3	1	3	3	5	S057	m
a2381	5	2	1	3	5	3	S057	m
a2382	5	2	2	1	3	1	S057	m
a2383	2	3	3	3	1	2	S057	k
a2384	3	3	4	3	3	3	S057	k
a2385	5	1	1	3	5	1	S057	k
a2386	3	3	1	4	3	5	S057	k
a2387	4	2	3	5	5	4	S057	k
a2388	5	2	1	1	5	5	S057	k
a2389	2	1	3	1	1	2	S057	k
a2390	5	2	1	3	1	4	S057	k
a2391	3	1	2	2	2	1	S057	k
a2392	5	3	3	3	1	3	S057	k
a2393	4	3	3	3	1	4	S057	k
a2394	3	2	3	4	1	5	S057	k
a2395	4	2	4	4	2	4	S057	k
a2396	5	2	2	3	5	2	S057	k
a2397	2	3	4	2	1	3	S057	k
a2398	4	2	2	1	2	5	S057	k
a2399	2	1	2	3	3	5	S057	k
a2400	3	3	1	1	4	2	S058	m
a2401	5	1	3	4	2	3	S058	k
a2402	2	2	1	3	4	3	S058	m
a2403	3	2	2	2	2	5	S058	k
a2404	2	1	1	2	3	5	S058	k
a2405	3	3	4	5	4	3	S058	k
a2406	2	1	4	1	1	1	S058	k
a2407	5	2	3	4	5	1	S058	k
a2408	3	1	2	1	5	3	S058	m
a2409	4	2	4	2	5	3	S058	k
a2410	3	1	2	1	4	3	S058	m
a2411	5	1	2	1	4	4	S058	k
a2412	3	3	2	1	4	1	S058	k
a2413	4	1	4	1	3	4	S058	k
a2414	5	3	2	2	4	2	S058	m
a2415	5	3	1	2	3	5	S058	m
a2416	5	1	2	3	2	3	S058	k
a2417	3	2	1	1	1	2	S058	k
a2418	4	2	2	3	5	1	S058	m
a2419	5	3	2	1	1	1	S058	k
a2420	5	3	3	1	4	5	S058	m
a2421	5	2	2	3	4	4	S058	k
a2422	3	3	3	3	3	2	S058	k
a2423	5	2	3	4	3	3	S058	k
a2424	2	3	1	2	2	2	S058	k
a2425	4	2	1	3	2	3	S058	k
a2426	4	2	2	3	2	2	S058	m
a2427	5	2	2	2	2	2	S058	m
a2428	5	3	3	4	4	1	S058	k
a2429	2	1	2	3	5	1	S058	k
a2430	4	3	1	1	4	4	S058	k
a2431	5	1	3	3	4	4	S058	m
a2432	5	3	3	3	5	3	S058	k
a2433	5	3	1	4	2	5	S058	k
a2434	5	1	2	4	2	5	S058	k
a2435	2	1	2	4	5	2	S058	k
a2436	5	2	1	1	5	2	S058	k
a2437	5	3	4	3	3	1	S058	k
a2438	4	1	2	3	3	3	S058	k
a2439	4	2	1	4	3	4	S058	k
a2440	3	2	1	3	4	1	S058	k
a2441	4	2	4	1	2	1	S058	k
a2442	3	2	2	3	1	3	S058	k
a2443	1	4	4	3	1	4	S059	k
a2444	4	1	2	3	3	4	S059	m
a2445	5	1	1	3	2	2	S059	m
a2446	1	3	3	1	5	2	S059	k
a2447	1	2	2	3	5	3	S059	k
a2448	3	1	2	3	2	2	S059	k
a2449	3	4	3	2	5	5	S059	k
a2450	5	1	1	2	2	4	S059	m
a2451	4	1	3	4	3	3	S059	m
a2452	4	4	3	2	3	2	S059	m
a2453	4	4	4	3	4	4	S059	m
a2454	2	3	2	4	5	1	S059	m
a2455	4	1	2	3	5	5	S059	k
a2456	4	1	2	3	5	5	S059	k
a2457	5	2	4	1	4	5	S059	k
a2458	4	2	4	3	5	3	S059	k
a2459	5	2	4	4	2	2	S059	k
a2460	2	3	5	3	1	4	S059	m
a2461	1	3	2	3	4	2	S059	m
a2462	3	3	1	1	1	2	S059	k
a2463	5	4	2	1	1	5	S059	k
a2464	3	3	4	2	4	4	S059	k
a2465	3	2	5	4	1	2	S059	m
a2466	2	1	2	2	3	4	S059	m
a2467	1	3	4	3	4	2	S059	m
a2468	3	3	1	2	5	3	S059	k
a2469	2	3	1	2	5	4	S059	m
a2470	4	4	2	4	3	3	S059	m
a2471	1	2	2	2	2	5	S059	m
a2472	4	1	2	3	2	5	S059	k
a2473	2	3	1	3	4	2	S059	m
a2474	3	1	5	1	1	5	S059	m
a2475	1	4	4	3	4	5	S059	k
a2476	5	2	2	3	4	3	S059	k
a2477	3	2	5	2	5	5	S059	k
a2478	3	3	5	3	5	2	S059	k
a2479	3	3	2	3	2	4	S059	k
a2480	3	3	2	3	2	5	S059	k
a2481	3	2	2	4	1	2	S059	k
a2482	2	1	1	2	4	2	S059	k
a2483	3	3	5	2	2	1	S059	k
a2484	1	4	4	2	2	4	S059	k
a2485	5	2	5	1	3	4	S059	k
a2486	3	2	4	4	3	2	S060	m
a2487	5	1	2	2	1	5	S060	m
a2488	5	1	5	3	2	3	S060	m
a2489	3	3	1	3	2	2	S060	k
a2490	5	2	3	3	2	3	S060	m
a2491	5	1	2	3	4	5	S060	k
a2492	5	1	2	3	3	5	S060	m
a2493	3	1	1	4	5	2	S060	m
a2494	2	3	3	3	4	2	S060	k
a2495	4	3	1	1	2	5	S060	k
a2496	5	2	2	1	1	2	S060	k
a2497	5	3	1	3	2	5	S060	m
a2498	3	2	1	4	1	3	S060	k
a2499	2	3	3	3	1	3	S060	k
a2500	1	2	1	3	1	5	S060	m
a2501	4	1	2	3	5	2	S060	m
a2502	2	3	4	1	1	2	S060	m
a2503	5	2	3	4	1	3	S060	k
a2504	2	2	4	2	5	3	S060	m
a2505	2	2	3	2	4	4	S060	k
a2506	3	3	3	4	1	4	S060	k
a2507	5	3	1	2	1	4	S060	k
a2508	5	3	2	4	1	3	S060	k
a2509	5	1	1	3	3	3	S060	k
a2510	5	3	4	4	5	3	S060	m
a2511	5	2	1	3	1	3	S060	k
a2512	4	1	2	3	5	5	S060	m
a2513	4	1	2	4	1	3	S060	k
a2514	3	2	1	2	4	4	S060	m
a2515	3	2	2	3	3	4	S060	k
a2516	2	2	1	3	4	3	S060	m
a2517	4	2	1	1	5	5	S060	m
a2518	1	2	2	5	5	5	S060	m
a2519	4	3	3	3	2	3	S060	m
a2520	2	3	2	2	5	1	S060	m
a2521	2	2	2	3	2	1	S060	m
a2522	3	2	3	3	4	5	S060	m
a2523	4	2	2	3	3	3	S060	m
a2524	5	3	3	4	2	2	S060	m
a2525	3	1	1	2	5	4	S060	m
a2526	2	2	3	5	2	1	S060	m
a2527	5	3	1	4	2	1	S060	m
a2528	3	2	4	1	2	4	S060	m
a2529	2	3	2	1	3	3	S061	m
a2530	3	3	1	3	3	4	S061	m
a2531	5	1	3	3	2	3	S061	m
a2532	2	2	2	3	3	4	S061	k
a2533	3	2	3	2	5	3	S061	k
a2534	3	2	3	2	1	4	S061	k
a2535	4	1	2	1	1	3	S061	m
a2536	4	2	2	2	3	3	S061	k
a2537	3	2	1	2	2	4	S061	k
a2538	4	2	1	2	1	5	S061	m
a2539	2	3	1	2	4	4	S061	m
a2540	2	1	1	4	3	4	S061	k
a2541	4	1	1	2	1	3	S061	m
a2542	3	3	2	3	3	3	S061	m
a2543	5	3	3	3	5	3	S061	m
a2544	3	2	2	3	5	4	S061	k
a2545	4	1	2	1	2	3	S061	m
a2546	5	2	2	3	3	3	S061	k
a2547	5	1	2	1	1	4	S061	m
a2548	3	1	3	2	3	4	S061	k
a2549	5	3	2	1	1	3	S061	m
a2550	4	1	3	4	1	3	S061	k
a2551	2	1	1	3	4	5	S061	m
a2552	3	3	1	3	1	3	S061	k
a2553	2	2	2	4	1	3	S061	m
a2554	3	2	1	4	5	4	S061	k
a2555	3	3	3	4	1	4	S061	m
a2556	5	2	1	1	3	3	S061	m
a2557	4	1	2	2	5	3	S061	k
a2558	5	2	2	2	3	4	S061	m
a2559	3	2	3	2	1	4	S061	k
a2560	3	1	2	4	1	3	S061	m
a2561	3	2	2	4	3	4	S061	m
a2562	3	1	1	3	2	3	S061	m
a2563	5	1	3	1	4	3	S061	m
a2564	5	1	1	1	3	4	S061	m
a2565	2	3	2	1	1	3	S061	m
a2566	2	2	3	1	5	4	S061	m
a2567	4	1	2	1	4	5	S061	m
a2568	4	2	2	3	2	5	S061	m
a2569	3	1	2	3	1	3	S061	m
a2570	3	1	2	3	4	4	S061	m
a2571	2	3	1	3	4	5	S061	m
a2572	5	1	1	2	4	1	S062	k
a2573	3	4	3	2	4	2	S062	k
a2574	3	3	2	4	5	1	S062	k
a2575	3	1	3	4	5	5	S062	k
a2576	4	1	2	3	4	2	S062	k
a2577	5	4	4	3	2	2	S062	k
a2578	2	4	3	3	3	1	S062	m
a2579	1	4	1	3	3	5	S062	m
a2580	4	3	3	3	4	2	S062	k
a2581	3	4	2	4	1	1	S062	m
a2582	3	1	2	2	5	5	S062	k
a2583	5	1	2	1	1	5	S062	m
a2584	1	3	2	4	4	2	S062	m
a2585	2	3	1	3	1	3	S062	k
a2586	4	4	2	3	4	1	S062	k
a2587	2	3	3	1	1	2	S062	m
a2588	4	1	4	1	3	1	S062	k
a2589	3	1	2	4	2	3	S062	m
a2590	4	1	5	3	5	1	S062	m
a2591	4	1	4	3	4	4	S062	m
a2592	5	1	2	2	4	1	S062	k
a2593	1	1	4	3	1	5	S062	m
a2594	1	3	3	4	2	3	S062	k
a2595	5	4	2	4	2	1	S062	m
a2596	5	1	5	4	3	5	S062	k
a2597	5	3	2	2	4	5	S062	m
a2598	1	1	4	2	4	3	S062	k
a2599	4	1	2	4	4	5	S062	m
a2600	3	3	3	4	5	4	S062	m
a2601	2	2	2	3	4	5	S062	m
a2602	1	4	2	1	5	2	S062	m
a2603	3	1	3	3	5	1	S062	m
a2604	1	2	2	1	5	1	S062	m
a2605	2	2	3	2	3	1	S062	m
a2606	4	3	2	3	1	4	S062	m
a2607	5	3	2	3	1	5	S062	m
a2608	4	5	3	2	5	5	S062	m
a2609	3	4	4	3	2	1	S062	m
a2610	2	4	4	1	1	5	S062	m
a2611	5	4	3	4	3	4	S062	m
a2612	4	4	2	3	5	5	S062	m
a2613	4	4	1	2	4	3	S062	m
a2614	2	4	2	3	4	4	S062	m
a2615	2	3	1	4	4	2	S063	m
a2616	2	1	5	1	3	4	S063	m
a2617	3	1	5	2	2	4	S063	m
a2618	5	3	2	1	5	4	S063	m
a2619	4	3	2	4	1	2	S063	k
a2620	1	2	1	1	2	3	S063	k
a2621	3	3	1	3	5	1	S063	k
a2622	3	3	1	2	2	4	S063	m
a2623	4	3	1	2	5	4	S063	m
a2624	4	2	4	1	1	3	S063	m
a2625	4	3	3	1	3	3	S063	m
a2626	2	3	5	3	5	2	S063	k
a2627	3	1	5	1	1	3	S063	m
a2628	4	2	1	1	1	2	S063	k
a2629	3	2	2	1	4	4	S063	m
a2630	4	3	5	2	4	1	S063	m
a2631	3	3	1	3	3	2	S063	k
a2632	1	3	1	3	1	5	S063	m
a2633	5	3	5	3	4	2	S063	m
a2634	5	2	1	3	4	5	S063	m
a2635	1	3	1	1	4	3	S063	m
a2636	1	3	3	1	2	3	S063	m
a2637	5	2	4	3	2	4	S063	k
a2638	1	1	4	1	1	2	S063	m
a2639	5	3	5	4	4	1	S063	m
a2640	2	1	4	4	1	2	S063	k
a2641	3	1	3	3	1	3	S063	k
a2642	2	2	1	5	4	1	S063	m
a2643	4	1	1	3	3	1	S063	m
a2644	2	3	3	3	3	3	S063	m
a2645	2	3	4	3	3	2	S063	m
a2646	3	3	5	4	1	3	S063	m
a2647	4	2	4	4	3	1	S063	m
a2648	1	1	5	4	2	3	S063	m
a2649	5	3	1	1	4	3	S063	m
a2650	4	2	2	4	2	2	S063	m
a2651	3	2	1	4	5	5	S063	m
a2652	3	3	5	1	4	4	S063	m
a2653	1	1	2	3	5	1	S063	m
