rok	wiek	m_miasto	k_miasto	m_wies	k_wies
2037	48	149218	150172	120511	111550
2037	49	153795	156729	122365	113460
2037	50	158025	160227	122584	114030
2037	51	165427	168858	124967	117964
2037	52	175322	179476	130377	123272
2037	53	181929	185909	131897	125395
2037	54	186574	192236	133758	128595
2037	55	179274	184838	130066	124355
2037	56	170465	178042	122895	118196
2037	57	172526	180564	123963	120541
2037	58	171166	178561	122159	118657
2037	59	164131	172871	118094	115644
2037	60	160813	170616	116836	114437
2037	61	158754	170918	116692	114575
2037	62	150789	162588	112388	112150
2037	63	142506	154750	108812	108572
2037	64	134200	147438	103734	105077
2037	65	127166	140523	99110	101359
2037	66	118767	134204	94630	97840
2037	67	113697	129677	90556	93361
2037	68	106388	123707	86129	90596
2037	69	102300	120827	83314	88138
2037	70	98566	119127	81156	86388
2037	71	97122	120096	79048	84902
2037	72	95721	120886	77700	84425
2037	73	95646	123781	76161	83779
2037	74	94548	125777	74317	84036
2037	75	92381	126050	71554	82354
2037	76	92698	130868	69570	82165
2037	77	94157	138215	68493	83234
2037	78	96515	146014	67540	84328
2037	79	96249	149693	63103	82329
2037	80	92438	150075	58330	78867
2037	81	86367	144646	52074	73555
2037	82	81422	141281	46886	69674
2037	83	71928	130876	39867	62508
2037	84	64757	123321	34937	58040
2037	85	57276	113838	29986	53126
2037	86	49941	104034	25109	48204
2037	87	42023	90494	20599	42074
2037	88	34906	79104	16441	36327
2037	89	29035	68709	13404	31446
2037	90	22933	57186	10117	25784
2037	91	17319	45664	7339	20486
2037	92	10040	27989	4322	13255
2037	93	7926	23567	3364	11172
2037	94	6076	18977	2507	9029
2037	95	4545	15257	1849	7234
2037	96	3576	13006	1502	6197
2037	97	2699	10553	1135	5167
2037	98	1916	8051	790	3951
2037	99	1305	5917	540	2919
2037	100	2422	13208	939	6535
2038	0	77019	72619	64490	60759
2038	1	77421	73051	64977	61206
2038	2	77674	73333	65512	61685
2038	3	77853	73540	66089	62204
2038	4	78014	73722	66716	62764
2038	5	78231	73949	67414	63391
2038	6	78549	74271	68190	64098
2038	7	79014	74725	69059	64898
2038	8	79647	75336	70030	65795
2038	9	80466	76121	71094	66792
2038	10	81480	77091	72249	67884
2038	11	82692	78245	73496	69065
2038	12	84079	79565	74821	70329
2038	13	85618	81031	76199	71644
2038	14	87250	82599	77594	72977
2038	15	88892	84193	78964	74277
2038	16	90442	85724	80232	75469
2038	17	91865	87164	81322	76475
2038	18	93112	88474	82136	77197
2038	19	94089	89555	82639	77590
2038	20	94805	90412	82880	77713
2038	21	94949	90738	83015	77699
2038	22	95834	91770	83412	77888
2038	23	97533	93577	84165	78357
2038	24	99795	95932	85130	78965
2038	25	100802	97315	83784	77967
2038	26	109249	105333	89775	82735
2038	27	112147	108060	90733	83471
2038	28	117603	113968	94059	86087
2038	29	122733	119735	97825	90090
2038	30	121743	119124	97834	89647
2038	31	113886	111114	92157	83969
2038	32	108109	105198	87886	79962
2038	33	103570	100712	85076	77834
2038	34	100080	96746	83131	75688
2038	35	97062	94709	82542	75091
2038	36	97301	94626	84082	76547
2038	37	100332	97718	86920	79395
2038	38	102581	100001	89454	81742
2038	39	102380	100059	90795	83140
2038	40	105130	102463	93673	85366
2038	41	110417	109412	95569	86530
2038	42	114615	113490	99411	89769
2038	43	114752	113933	103828	95653
2038	44	122994	123113	107945	99909
2038	45	127548	127384	112824	103726
2038	46	131335	130980	117266	108908
2038	47	141778	142192	121159	111151
2038	48	146301	147458	121373	111850
2038	49	148367	149562	120459	111673
2038	50	152877	156087	122271	113560
2038	51	157034	159564	122452	114106
2038	52	164337	168151	124793	118009
2038	53	174109	178712	130149	123281
2038	54	180606	185112	131614	125373
2038	55	185163	191403	133416	128525
2038	56	177862	184031	129661	124241
2038	57	169071	177261	122447	118053
2038	58	171056	179759	123441	120349
2038	59	169645	177745	121565	118427
2038	60	162603	172069	117426	115376
2038	61	159253	169801	116085	114130
2038	62	157137	170073	115839	114226
2038	63	149170	161753	111452	111753
2038	64	140899	153927	107796	108145
2038	65	132601	146619	102658	104616
2038	66	125542	139699	97959	100865
2038	67	117143	133366	93404	97317
2038	68	112024	128800	89256	92804
2038	69	104686	122798	84742	89988
2038	70	100514	119854	81816	87475
2038	71	96673	118060	79512	85648
2038	72	95054	118875	77240	84071
2038	73	93460	119512	75693	83483
2038	74	93120	122188	73932	82713
2038	75	91762	123947	71859	82807
2038	76	89324	123948	68876	80959
2038	77	89262	128388	66635	80574
2038	78	90248	135175	65241	81348
2038	79	92007	142335	63925	82128
2038	80	91171	145322	59289	79836
2038	81	86978	144966	54390	76078
2038	82	80636	138903	48137	70517
2038	83	75397	134866	42954	66383
2038	84	66049	124075	36196	59132
2038	85	58945	116082	31426	54502
2038	86	51505	105988	26617	49286
2038	87	44470	96102	22060	44357
2038	88	37023	82871	17894	38374
2038	89	30391	71750	14109	32807
2038	90	24961	61665	11347	28098
2038	91	19442	50732	8440	22760
2038	92	14456	39988	6024	17845
2038	93	8245	24167	3490	11378
2038	94	6390	20024	2663	9431
2038	95	4799	15841	1941	7484
2038	96	3507	12482	1397	5873
2038	97	2693	10404	1109	4914
2038	98	1974	8234	813	3997
2038	99	1359	6115	549	2969
2038	100	2512	13874	976	6786
2039	0	77227	72813	64345	60622
2039	1	77602	73219	64819	61055
2039	2	77768	73421	65314	61498
2039	3	77827	73516	65847	61975
2039	4	77850	73564	66422	62487
2039	5	77886	73626	67047	63048
2039	6	78008	73760	67732	63668
2039	7	78259	74012	68499	64370
2039	8	78676	74419	69361	65170
2039	9	79280	75000	70320	66064
2039	10	80089	75774	71372	67060
2039	11	81101	76742	72518	68149
2039	12	82324	77904	73756	69327
2039	13	83727	79246	75068	70578
2039	14	85286	80745	76434	71884
2039	15	86944	82352	77812	73194
2039	16	88610	83993	79158	74463
2039	17	90182	85574	80403	75610
2039	18	91629	87068	81463	76560
2039	19	92896	88430	82248	77223
2039	20	93902	89561	82727	77564
2039	21	94657	90467	82945	77630
2039	22	94867	90855	83057	77548
2039	23	95848	91981	83420	77649
2039	24	97676	93917	84117	78003
2039	25	100086	96417	85010	78479
2039	26	101213	97907	83604	77388
2039	27	109761	106007	89516	82067
2039	28	112661	108682	90470	82851
2039	29	118043	114440	93841	85598
2039	30	123043	120016	97679	89764
2039	31	121903	119195	97778	89506
2039	32	113912	111028	92194	83982
2039	33	108020	105008	87991	80066
2039	34	103399	100465	85224	77988
2039	35	99845	96467	83306	75865
2039	36	96788	94407	82724	75276
2039	37	96985	94305	84270	76730
2039	38	99957	97371	87124	79576
2039	39	102170	99644	89655	81916
2039	40	101952	99698	90984	83297
2039	41	104674	102094	93852	85516
2039	42	109906	109004	95747	86693
2039	43	114077	113062	99569	89929
2039	44	114215	113516	103936	95788
2039	45	122394	122647	108038	100060
2039	46	126915	126895	112876	103872
2039	47	130670	130479	117269	109032
2039	48	141016	141630	121139	111284
2039	49	145476	146868	121319	111970
2039	50	147491	148958	120369	111769
2039	51	151931	155447	122136	113633
2039	52	156012	158904	122277	114149
2039	53	163217	167448	124574	118019
2039	54	172864	177954	129869	123255
2039	55	179256	184316	131283	125308
2039	56	183714	190570	133023	128417
2039	57	176424	183231	129202	124094
2039	58	167650	176475	121946	117877
2039	59	169560	178945	122859	120125
2039	60	168089	176923	120903	118161
2039	61	161052	171257	116699	115078
2039	62	157663	168974	115269	113791
2039	63	155481	169207	114912	113844
2039	64	147515	160907	110453	111330
2039	65	139250	153081	106717	107688
2039	66	130944	145770	101505	104122
2039	67	123865	138844	96733	100341
2039	68	115467	132488	92104	96749
2039	69	110280	127875	87869	92199
2039	70	102910	121833	83265	89326
2039	71	98637	118805	80207	86746
2039	72	94673	116894	77743	84826
2039	73	92871	117559	75298	83158
2039	74	91061	118016	73535	82444
2039	75	90449	120456	71551	81533
2039	76	88802	121932	69235	81435
2039	77	86095	121663	66038	79422
2039	78	85645	125636	63541	78786
2039	79	86131	131848	61821	79271
2039	80	87254	138277	60141	79691
2039	81	85896	140481	55365	77067
2039	82	81322	139329	50358	72994
2039	83	74781	132723	44175	67247
2039	84	69350	127994	39067	62861
2039	85	60226	116924	32621	55597
2039	86	53102	108210	27949	50626
2039	87	45956	98034	23435	45417
2039	88	39260	88133	19204	40521
2039	89	32305	75280	15390	34713
2039	90	26185	64498	11974	29360
2039	91	21211	54798	9494	24847
2039	92	16271	44509	6951	19866
2039	93	11901	34591	4876	15349
2039	94	6667	20580	2770	9628
2039	95	5060	16751	2068	7836
2039	96	3717	12994	1475	6093
2039	97	2650	10013	1036	4674
2039	98	1979	8140	795	3814
2039	99	1407	6268	567	3014
2039	100	2620	14548	1009	7026
2040	0	77404	72980	64205	60490
2040	1	77801	73409	64683	60927
2040	2	77943	73587	65162	61357
2040	3	77917	73600	65660	61796
2040	4	77819	73536	66191	62267
2040	5	77718	73467	66758	62774
2040	6	77664	73431	67373	63327
2040	7	77714	73500	68047	63945
2040	8	77921	73707	68801	64643
2040	9	78313	74088	69650	65438
2040	10	78903	74656	70601	66331
2040	11	79717	75431	71641	67324
2040	12	80741	76409	72778	68407
2040	13	81975	77592	74000	69575
2040	14	83404	78964	75299	70818
2040	15	84986	80502	76645	72098
2040	16	86667	82153	78008	73376
2040	17	88359	83845	79327	74599
2040	18	89949	85481	80542	75696
2040	19	91417	87029	81575	76585
2040	20	92713	88441	82337	77194
2040	21	93760	89620	82792	77477
2040	22	94580	90586	82990	77479
2040	23	94887	91073	83066	77310
2040	24	95999	92329	83372	77295
2040	25	97971	94409	83996	77518
2040	26	100518	97032	84813	77882
2040	27	101718	98558	83374	76763
2040	28	110284	106630	89261	81458
2040	29	113104	109157	90265	82377
2040	30	118353	114704	93712	85302
2040	31	123192	120078	97647	89633
2040	32	121905	119078	97831	89535
2040	33	113804	110810	92311	84105
2040	34	107832	104733	88151	80238
2040	35	103149	100156	85416	78183
2040	36	99554	96147	83507	76065
2040	37	96468	94080	82925	75469
2040	38	96629	93974	84467	76910
2040	39	99559	97022	87327	79752
2040	40	101736	99285	89854	82081
2040	41	101511	99345	91161	83446
2040	42	104205	101730	94011	85658
2040	43	109395	108594	95904	86856
2040	44	113532	112635	99699	90087
2040	45	113674	113097	104013	95918
2040	46	121790	122180	108098	100199
2040	47	126274	126405	112893	104002
2040	48	129984	129978	117235	109138
2040	49	140235	141069	121075	111394
2040	50	144631	146277	121225	112060
2040	51	146590	148355	120239	111834
2040	52	150957	154811	121958	113671
2040	53	154963	158247	122061	114153
2040	54	162066	166746	124307	117991
2040	55	171592	177203	129541	123188
2040	56	177878	183527	130906	125206
2040	57	182246	189746	132577	128272
2040	58	174961	182429	128687	123905
2040	59	166207	175686	121394	117661
2040	60	168029	178129	122208	119861
2040	61	166513	176098	120182	117869
2040	62	159472	170433	115910	114749
2040	63	156032	168130	114380	113424
2040	64	153791	168325	113917	113434
2040	65	145830	160034	109388	110878
2040	66	137553	152213	105558	107199
2040	67	129239	144898	100278	103600
2040	68	122137	137949	95437	99772
2040	69	113716	131564	90716	96134
2040	70	108459	126891	86387	91546
2040	71	101045	120795	81679	88600
2040	72	96654	117664	78477	85937
2040	73	92557	115636	75842	83925
2040	74	90551	116126	73210	82149
2040	75	88515	116387	71232	81295
2040	76	87601	118547	68999	80214
2040	77	85670	119741	66452	79925
2040	78	82694	119117	63045	77697
2040	79	81824	122622	60285	76814
2040	80	81783	128177	58237	76963
2040	81	82313	133776	56238	76977
2040	82	80422	135132	51335	73997
2040	83	75535	133250	46290	69672
2040	84	68890	126088	40248	63744
2040	85	63344	120756	35276	59171
2040	86	54355	109120	29078	51708
2040	87	47471	100220	24662	46718
2040	88	40652	90030	20452	41550
2040	89	34331	80182	16560	36715
2040	90	27898	67783	13098	31119
2040	91	22304	57412	10044	26014
2040	92	17798	48166	7837	21730
2040	93	13427	38578	5642	17123
2040	94	9646	29516	3882	13019
2040	95	5294	17258	2159	8021
2040	96	3933	13776	1574	6396
2040	97	2814	10451	1093	4863
2040	98	1953	7857	747	3632
2040	99	1415	6216	558	2884
2040	100	2737	15200	1046	7259
2041	0	77505	73075	64051	60345
2041	1	77977	73575	64552	60800
2041	2	78140	73773	65037	61236
2041	3	78084	73760	65520	61661
2041	4	77905	73618	66012	62096
2041	5	77682	73434	66533	62559
2041	6	77492	73272	67090	63063
2041	7	77369	73173	67691	63608
2041	8	77378	73196	68350	64217
2041	9	77557	73375	69094	64910
2041	10	77940	73745	69931	65703
2041	11	78536	74319	70869	66592
2041	12	79357	75101	71897	67579
2041	13	80399	76099	73018	68654
2041	14	81659	77315	74227	69811
2041	15	83109	78725	75509	71027
2041	16	84719	80309	76837	72276
2041	17	86422	82014	78173	73513
2041	18	88131	83760	79468	74683
2041	19	89746	85447	80655	75720
2041	20	91237	87041	81667	76556
2041	21	92577	88505	82406	77106
2041	22	93683	89746	82839	77326
2041	23	94600	90806	83004	77241
2041	24	95039	91429	83020	76954
2041	25	96301	92828	83255	76811
2041	26	98413	95033	83799	76925
2041	27	101050	97712	84565	77243
2041	28	102237	99159	83149	76196
2041	29	110736	107105	89061	80998
2041	30	113421	109435	90145	82085
2041	31	118504	114766	93697	85196
2041	32	123180	119954	97717	89673
2041	33	121768	118828	97969	89675
2041	34	113589	110506	92493	84296
2041	35	107558	104401	88363	80456
2041	36	102835	99819	85635	78398
2041	37	99210	95810	83729	76266
2041	38	96113	93742	83135	75661
2041	39	96250	93634	84673	77086
2041	40	99139	96669	87526	79919
2041	41	101297	98925	90043	82238
2041	42	101064	98990	91323	83589
2041	43	103733	101362	94155	85795
2041	44	108880	108185	96038	87012
2041	45	112989	112210	99802	90242
2041	46	113132	112677	104060	96045
2041	47	121180	121710	108121	100333
2041	48	125619	125919	112870	104115
2041	49	129281	129479	117161	109225
2041	50	139431	140512	120973	111476
2041	51	143757	145692	121087	112123
2041	52	145661	147757	120065	111865
2041	53	149957	154179	121737	113675
2041	54	153887	157594	121797	114125
2041	55	160889	166050	124002	117928
2041	56	170291	176454	129167	123088
2041	57	176476	182743	130478	125066
2041	58	180753	188919	132073	128087
2041	59	173478	181628	128120	123681
2041	60	164738	174897	120771	117418
2041	61	166482	177315	121507	119573
2041	62	164911	175264	119401	117545
2041	63	157861	169598	115055	114391
2041	64	154375	167273	113428	113029
2041	65	152075	167428	112864	112995
2041	66	144094	159139	108251	110390
2041	67	135812	151319	104328	106676
2041	68	127485	143985	98979	103034
2041	69	120338	137010	94047	99158
2041	70	111898	130581	89236	95466
2041	71	106548	125836	84796	90826
2041	72	99071	119666	79974	87800
2041	73	94552	116434	76615	85048
2041	74	90310	114268	73798	82928
2041	75	88089	114568	70974	81033
2041	76	85803	114590	68755	80013
2041	77	84593	116472	66293	78764
2041	78	82367	117298	63508	78224
2041	79	79092	116332	59886	75795
2041	80	77785	119289	56865	74626
2041	81	77255	124099	54537	74395
2041	82	77177	128795	52228	73974
2041	83	74809	129364	47269	70693
2041	84	69701	126724	42251	66111
2041	85	63032	119097	36411	60067
2041	86	57271	112833	31505	55102
2041	87	48685	101194	25712	47783
2041	88	42080	92169	21569	42803
2041	89	35627	82034	17676	37707
2041	90	29717	72312	14128	32970
2041	91	23821	60441	11016	27621
2041	92	18761	50556	8318	22794
2041	93	14728	41828	6382	18768
2041	94	10913	32987	4506	14556
2041	95	7681	24805	3036	10870
2041	96	4127	14229	1650	6566
2041	97	2990	11111	1174	5121
2041	98	2081	8226	794	3794
2041	99	1400	6018	526	2760
2041	100	2833	15687	1072	7354
2042	0	77482	73052	63858	60162
2042	1	78072	73666	64407	60662
2042	2	78309	73933	64916	61117
2042	3	78277	73941	65403	61548
2042	4	78067	73773	65881	61967
2042	5	77765	73510	66361	62397
2042	6	77452	73235	66870	62853
2042	7	77198	73009	67413	63348
2042	8	77030	72867	67999	63884
2042	9	77016	72865	68646	64488
2042	10	77185	73035	69375	65178
2042	11	77576	73409	70201	65964
2042	12	78182	73991	71122	66850
2042	13	79023	74799	72138	67827
2042	14	80086	75828	73246	68884
2042	15	81369	77082	74438	70018
2042	16	82847	78539	75698	71206
2042	17	84478	80174	77005	72410
2042	18	86200	81928	78314	73593
2042	19	87931	83726	79582	74708
2042	20	89571	85462	80745	75691
2042	21	91104	87111	81733	76468
2042	22	92505	88633	82451	76955
2042	23	93710	89973	82850	77088
2042	24	94754	91162	82957	76889
2042	25	95348	91932	82903	76472
2042	26	96748	93461	83059	76218
2042	27	98954	95721	83556	76286
2042	28	101595	98341	84320	76659
2042	29	102685	99624	82972	75765
2042	30	111062	107382	88947	80717
2042	31	113582	109507	90135	81983
2042	32	118501	114645	93777	85251
2042	33	123025	119695	97877	89827
2042	34	121515	118483	98176	89889
2042	35	113292	110142	92722	84532
2042	36	107221	104034	88604	80687
2042	37	102473	99457	85877	78616
2042	38	98831	95460	83963	76471
2042	39	95730	93402	83351	75845
2042	40	95851	93298	84875	77251
2042	41	98710	96319	87725	80077
2042	42	100845	98569	90217	82387
2042	43	100610	98636	91466	83725
2042	44	103258	100994	94274	85927
2042	45	108361	107776	96141	87165
2042	46	112439	111781	99876	90388
2042	47	112579	112256	104077	96162
2042	48	120556	121247	108113	100447
2042	49	124944	125436	112812	104210
2042	50	128558	128983	117054	109285
2042	51	138605	139961	120830	111529
2042	52	142859	145113	120907	112153
2042	53	144708	147164	119853	111864
2042	54	148932	153554	121477	113644
2042	55	152790	156949	121498	114064
2042	56	159692	165360	123654	117831
2042	57	168974	175715	128749	122951
2042	58	175051	181960	129999	124890
2042	59	179241	188093	131517	127867
2042	60	171966	180826	127484	123426
2042	61	163250	174108	120098	117146
2042	62	164917	176486	120739	119250
2042	63	163276	174415	118552	117186
2042	64	156220	168751	114132	114002
2042	65	152693	166401	112420	112601
2042	66	150310	166506	111730	112521
2042	67	142316	158227	107037	109872
2042	68	134015	150385	103024	106114
2042	69	125661	143028	97585	102419
2042	70	118468	136015	92565	98492
2042	71	109986	129529	87642	94733
2042	72	104525	124691	83079	90026
2042	73	96981	118447	78131	86914
2042	74	92324	115094	74605	84067
2042	75	87923	112782	71606	81829
2042	76	85463	112849	68570	79788
2042	77	82931	112638	66128	78601
2042	78	81412	114152	63429	77130
2042	79	78864	114625	60400	76355
2042	80	75279	113249	56561	73681
2042	81	73572	115586	53325	72186
2042	82	72536	119585	50725	71551
2042	83	71899	123415	48165	70731
2042	84	69141	123153	43221	67148
2042	85	63888	119834	38300	62371
2042	86	57087	111410	32588	56009
2042	87	51392	104775	27918	50990
2042	88	43244	93190	22540	43843
2042	89	36959	84110	18686	38906
2042	90	30911	74101	15117	33919
2042	91	25436	64596	11917	29316
2042	92	20090	53320	9145	24250
2042	93	15567	43987	6793	19730
2042	94	12004	35841	5114	15989
2042	95	8722	27785	3537	12183
2042	96	6006	20494	2332	8922
2042	97	3149	11506	1234	5271
2042	98	2221	8768	854	4007
2042	99	1503	6320	560	2889
2042	100	2900	15945	1072	7356
2043	0	77297	72878	63608	59926
2043	1	78049	73640	64220	60487
2043	2	78400	74021	64779	60990
2043	3	78441	74095	65290	61443
2043	4	78253	73948	65772	61865
2043	5	77922	73660	66236	62278
2043	6	77529	73308	66705	62697
2043	7	77156	72968	67201	63142
2043	8	76854	72701	67724	63627
2043	9	76666	72537	68296	64161
2043	10	76645	72523	68929	64758
2043	11	76823	72699	69646	65443
2043	12	77224	73085	70453	66221
2043	13	77848	73691	71361	67093
2043	14	78714	74529	72362	68053
2043	15	79801	75598	73453	69096
2043	16	81114	76898	74625	70195
2043	17	82612	78409	75862	71338
2043	18	84263	80092	77142	72492
2043	19	86006	81903	78426	73621
2043	20	87762	83744	79674	74674
2043	21	89441	85532	80815	75602
2043	22	91038	87248	81780	76316
2043	23	92538	88870	82463	76717
2043	24	93869	90334	82808	76736
2043	25	95066	91673	82847	76411
2043	26	95806	92573	82710	75882
2043	27	97298	94155	82816	75581
2043	28	99504	96356	83310	75708
2043	29	102069	98826	84126	76215
2043	30	103014	99900	82880	75508
2043	31	111231	107460	88939	80620
2043	32	113591	109408	90223	82034
2043	33	118361	114396	93947	85410
2043	34	122761	119343	98107	90054
2043	35	121178	118079	98432	90150
2043	36	112925	109745	92987	84788
2043	37	106835	103648	88865	80929
2043	38	102074	99086	86130	78832
2043	39	98428	95107	84198	76665
2043	40	95329	93058	83567	76020
2043	41	95439	92963	85068	77405
2043	42	98272	95974	87903	80225
2043	43	100391	98213	90373	82530
2043	44	100154	98279	91592	83857
2043	45	102778	100630	94370	86055
2043	46	107842	107371	96222	87306
2043	47	111885	111357	99919	90525
2043	48	112015	111841	104062	96263
2043	49	119915	120786	108069	100541
2043	50	124252	124957	112720	104280
2043	51	127817	128492	116902	109315
2043	52	137754	139410	120648	111547
2043	53	141939	144536	120695	112147
2043	54	143730	146577	119602	111828
2043	55	147886	152932	121177	113583
2043	56	151672	156310	121159	113966
2043	57	158479	164682	123262	117701
2043	58	167642	174976	128283	122779
2043	59	173620	181180	129467	124681
2043	60	177702	187270	130893	127614
2043	61	170444	180022	126795	123145
2043	62	161749	173309	119367	116844
2043	63	163319	175649	119909	118900
2043	64	161621	173559	117640	116802
2043	65	154564	167888	113158	113587
2043	66	150969	165506	111339	112144
2043	67	148507	165569	110531	112016
2043	68	140488	157273	105751	109313
2043	69	132153	149408	101631	105506
2043	70	123768	142014	96103	101754
2043	71	116502	134945	90970	97761
2043	72	107962	128387	85921	93920
2043	73	102382	123452	81227	89150
2043	74	94755	117125	76149	85940
2043	75	89949	113634	72454	82983
2043	76	85374	111137	69245	80599
2043	77	82679	110978	66017	78415
2043	78	79891	110456	63339	77006
2043	79	78035	111614	60398	75331
2043	80	75150	111663	57117	74271
2043	81	71292	109817	53118	71324
2043	82	69169	111475	49676	69482
2043	83	67682	114697	46857	68479
2043	84	66562	117617	44122	67249
2043	85	63483	116589	39255	63416
2043	86	57967	112229	34349	58234
2043	87	51324	103580	28939	51903
2043	88	45738	96623	24529	46854
2043	89	38062	85167	19577	39914
2043	90	32141	76103	16024	35059
2043	91	26522	66308	12785	30217
2043	92	21509	57091	9924	25791
2043	93	16716	46489	7492	21035
2043	94	12724	37772	5460	16846
2043	95	9620	30254	4028	13417
2043	96	6838	23013	2724	10021
2043	97	4597	16613	1750	7181
2043	98	2345	9104	900	4137
2043	99	1605	6754	609	3062
2043	100	3030	16414	1098	7476
2044	0	76942	72544	63286	59621
2044	1	77860	73464	63978	60260
2044	2	78371	73991	64602	60821
2044	3	78530	74177	65160	61321
2044	4	78412	74097	65665	61765
2044	5	78103	73830	66137	62182
2044	6	77683	73451	66590	62584
2044	7	77225	73035	67041	62992
2044	8	76808	72656	67517	63430
2044	9	76486	72366	68029	63907
2044	10	76293	72193	68584	64432
2044	11	76278	72186	69199	65023
2044	12	76472	72376	69899	65701
2044	13	76892	72786	70692	66466
2044	14	77544	73425	71587	67322
2044	15	78434	74304	72570	68260
2044	16	79550	75418	73639	69267
2044	17	80886	76772	74788	70325
2044	18	82402	78331	76003	71417
2044	19	84072	80069	77255	72514
2044	20	85841	81924	78516	73588
2044	21	87639	83819	79744	74590
2044	22	89379	85672	80861	75452
2044	23	91072	87483	81795	76079
2044	24	92703	89235	82423	76361
2044	25	94188	90853	82695	76253
2044	26	95526	92317	82656	75822
2044	27	96357	93274	82468	75247
2044	28	97857	94795	82577	75007
2044	29	99989	96849	83120	75267
2044	30	102421	99123	84019	75945
2044	31	103196	99989	82882	75424
2044	32	111252	107365	89029	80676
2044	33	113472	109182	90389	82189
2044	34	118111	114057	94177	85642
2044	35	122408	118928	98384	90327
2044	36	120768	117635	98725	90432
2044	37	112505	109321	93271	85049
2044	38	106408	103248	89134	81163
2044	39	101650	98710	86382	79042
2044	40	98009	94753	84433	76846
2044	41	94918	92719	83772	76183
2044	42	95020	92631	85245	77553
2044	43	97830	95627	88065	80372
2044	44	99936	97857	90508	82671
2044	45	99693	97926	91691	83988
2044	46	102300	100263	94436	86182
2044	47	107317	106963	96269	87442
2044	48	111322	110933	99930	90646
2044	49	111432	111424	104013	96345
2044	50	119253	120324	107989	100615
2044	51	123538	124478	112588	104324
2044	52	127046	128006	116717	109320
2044	53	136879	138869	120428	111539
2044	54	140993	143967	120441	112113
2044	55	142734	145994	119314	111762
2044	56	146824	152318	120842	113487
2044	57	150540	155679	120780	113841
2044	58	157249	164003	122825	117540
2044	59	166294	174241	127765	122573
2044	60	172158	180399	128872	124441
2044	61	176158	186445	130218	127335
2044	62	168907	179212	126050	122831
2044	63	160220	172502	118572	116513
2044	64	161706	174806	119019	118520
2044	65	159947	172690	116678	116393
2044	66	152866	167007	112113	113139
2044	67	149207	164597	110188	111658
2044	68	146653	164588	109254	111470
2044	69	138593	156277	104379	108709
2044	70	130223	148377	100141	104846
2044	71	121778	140930	94505	101023
2044	72	114424	133783	89245	96949
2044	73	105819	127152	84069	93029
2044	74	100104	122111	79230	88179
2044	75	92392	115683	74013	84865
2044	76	87410	112023	70132	81770
2044	77	82666	109347	66736	79247
2044	78	79727	108885	63303	76864
2044	79	76662	108064	60388	75254
2044	80	74444	108799	57194	73327
2044	81	71263	108362	53719	71953
2044	82	67123	106007	49561	68706
2044	83	64640	107031	45968	66560
2044	84	62760	109430	43002	65173
2044	85	61222	111478	40146	63583
2044	86	57703	109319	35276	59287
2044	87	52215	104475	30571	54037
2044	88	45768	95653	25487	47762
2044	89	40345	88435	21356	42728
2044	90	33175	77180	16829	36031
2044	91	27644	68219	13587	31293
2044	92	22482	58715	10676	26636
2044	93	17942	49874	8153	22416
2044	94	13702	40002	6044	18000
2044	95	10225	31958	4318	14166
2044	96	7565	25115	3110	11066
2044	97	5249	18702	2055	8088
2044	98	3436	13182	1284	5651
2044	99	1703	7038	638	3171
2044	100	3202	17141	1154	7722
2045	0	76405	72036	62890	59247
2045	1	77505	73126	63665	59960
2045	2	78185	73814	64369	60598
2045	3	78493	74144	64995	61157
2045	4	78494	74173	65547	61651
2045	5	78256	73971	66042	62090
2045	6	77853	73612	66498	62496
2045	7	77370	73171	66933	62890
2045	8	76873	72716	67366	63287
2045	9	76436	72317	67828	63714
2045	10	76110	72020	68318	64183
2045	11	75925	71857	68857	64702
2045	12	75926	71860	69455	65282
2045	13	76141	72076	70141	65945
2045	14	76585	72520	70919	66695
2045	15	77269	73202	71790	67528
2045	16	78188	74129	72756	68433
2045	17	79325	75294	73803	69399
2045	18	80681	76699	74927	70404
2045	19	82217	78311	76115	71442
2045	20	83916	80097	77345	72486
2045	21	85723	82001	78586	73504
2045	22	87582	83961	79791	74440
2045	23	89418	85914	80880	75214
2045	24	91245	87856	81755	75724
2045	25	93028	89760	82310	75879
2045	26	94651	91506	82507	75662
2045	27	96085	93020	82420	75192
2045	28	96923	93919	82231	74675
2045	29	98347	95294	82390	74567
2045	30	100349	97151	83015	75000
2045	31	102624	99224	84007	75850
2045	32	103236	99910	82975	75481
2045	33	111141	107142	89196	80835
2045	34	113242	108864	90618	82417
2045	35	117774	113656	94458	85918
2045	36	121980	118473	98697	90622
2045	37	120302	117170	99042	90717
2045	38	112046	108889	93568	85302
2045	39	105960	102849	89410	81389
2045	40	101210	98336	86632	79238
2045	41	97577	94406	84653	77021
2045	42	94500	92383	83960	76341
2045	43	94600	92296	85408	77700
2045	44	97387	95282	88205	80513
2045	45	99477	97500	90617	82806
2045	46	99231	97566	91761	84114
2045	47	101812	99893	94477	86297
2045	48	106780	106562	96288	87563
2045	49	110739	110513	99908	90750
2045	50	110834	111015	103933	96402
2045	51	118578	119870	107877	100660
2045	52	122801	124005	112423	104338
2045	53	126262	127520	116498	109292
2045	54	135981	138331	120173	111495
2045	55	140033	143402	120149	112046
2045	56	141726	145420	118987	111663
2045	57	145750	151717	120465	113363
2045	58	149401	155048	120358	113684
2045	59	156016	163329	122348	117346
2045	60	164929	173506	127193	122342
2045	61	170695	179624	128232	124175
