Kod_leku;Subst_czynna;Nazwa;Id_grupy;Cena_detaliczna;Cena_refundowana
5909990968725;Levetiracetamum;Levetiracetam Zdrovit, tabl. powl., 500 mg;166.1;38,86;3,2
5909990968817;Tramadolum;Poltram 50, roztwor do wstrzykiwan, 50 mg/ml;153.2;5,65;2,58
5909990968824;Levetiracetamum;Levetiracetam Zdrovit, tabl. powl., 1000 mg;166.1;74,14;3,56
5909990968916;Tramadolum;Poltram 100, roztwor do wstrzykiwan, 50 mg/ml;153.2;8,79;0,03
5909990969012;Tramadolum;Poltram, krople doustne, roztwor, 100 mg/ml;153.4;9,4;1,4
5909990969029;Tramadolum;Poltram, krople doustne, roztwor, 100 mg/ml;153.4;76,84;23,05
5909990969319;Haloperidolum;Haloperidol WZF 0,2%, krople doustne, roztwor, 2 mg/ml;177.1;5,49;2,15
5909990969371;Desloratadinum;Delortan, roztwor doustny, 0,5 mg/ml;207.2;17,74;8,32
5909990969517;Doxazosinum;Apo-Doxan 1, tabl., 1 mg;76.0;13,35;8,87
5909990969616;Doxazosinum;Apo-Doxan 2, tabl., 2 mg;76.0;21,65;12,05
5909990969715;Doxazosinum;Apo-Doxan 4, tabl., 4 mg;76.0;28,85;10,94
5909990969739;Cetirizinum;Cetirizine Genoptim, tabl. powl., 10 mg;207.1;14,26;4,28
5909990969753;Latanoprostum;Latano-POS, krople do oczu, 50 Ág/ml;214.0;37,71;3,2
5909990969760;Latanoprostum;Latano-POS, krople do oczu, 50 Ág/ml;214.0;104,94;8
5909990969876;Azithromycinum;Azithromycin Genoptim, tabl. powl., 500 mg;101.2;16,13;11,58
5909990970117;Mesalazinum;Salofalk, zawiesina doodbytnicza, 4 g/60 ml;12.3;143,28;3,2
5909990970513;Losartanum + Hydrochlorothiazidum;Hyzaar Forte, tabl. powl., 100+25 mg;45.0;32,93;13,93
5909990970520;Lisinoprilum + Amlodipinum;Dironorm, tabl., 20+5 mg;44.0;26,23;21,34
5909990971602;Tramadolum + Paracetamolum;Paratram, tabl. powl., 37,5+325 mg;153.3;2,66;0,88
5909990971633;Tramadolum + Paracetamolum;Paratram, tabl. powl., 37,5+325 mg;153.3;5,33;0,25
5909990971640;Tramadolum + Paracetamolum;Paratram, tabl. powl., 37,5+325 mg;153.3;7,89;2,55
5909990971671;Tramadolum + Paracetamolum;Paratram, tabl. powl., 37,5+325 mg;153.3;15,18;0
5909990971718;Roxithromycinum;Xitrocin, tabl. powl., 150 mg;101.2;20,78;16,23
5909990972418;Lamotriginum;Plexxo 25, tabl., 25 mg;163.1;17,91;13,99
5909990972517;Lamotriginum;Plexxo 50, tabl., 50 mg;163.1;23,94;12,9
5909990972616;Lamotriginum;Plexxo 100, tabl., 100 mg;163.1;33,9;8,62
5909990973118;Ramiprilum + Felodipinum;Delmuno 2,5, tabl. powl., 2,5+2,5 mg;44.0;14,38;12,31
5909990973217;Ramiprilum + Felodipinum;Delmuno 5, tabl. powl., 5+5 mg;44.0;19,31;14,74
5909990973316;Estradiolum + Dydrogesteronum;Femoston conti, tabl. powl., 1+5 mg;68.2;25,41;15,83
5909990973361;Levetiracetamum;Symetra, tabl. powl., 250 mg;166.1;21,13;4,4
5909990973446;Levetiracetamum;Symetra, tabl. powl., 500 mg;166.1;40,9;4,24
5909990973583;Levetiracetamum;Symetra, tabl. powl., 750 mg;166.1;60,59;4
5909990973682;Levetiracetamum;Symetra, tabl. powl., 1000 mg;166.1;80,51;4,35
5909990974122;Diclofenacum;Olfen 75 SR, tabl. powl. o przedluzonym uwalnianiu, 75 mg;141.1;15,07;9,27
5909990974375;Mesalazinum;Pentasa, tabl. o przedluzonym uwalnianiu, 1 g;12.1;179,73;86,83
5909990974641;Brimonidinum;Briglau PPH, krople do oczu, roztwor, 2 mg/ml;212.2;30,05;3,2
5909990974863;Telmisartanum;Telmix, tabl., 40 mg;45.0;16,68;7,18
5909990974979;Telmisartanum;Telmix, tabl., 80 mg;45.0;31,79;12,79
5909990975105;Levetiracetamum;Zelta, tabl. powl., 250 mg;166.1;19,88;3,2
5909990975174;Levetiracetamum;Zelta, tabl. powl., 500 mg;166.1;36,59;3,2
5909990975204;Levetiracetamum;Zelta, tabl. powl., 750 mg;166.1;53,34;3,2
5909990975259;Levetiracetamum;Zelta, tabl. powl., 1000 mg;166.1;69,61;3,56
5909990975310;Alergeny pylkow roslin;Purethal, zawiesina do wstrzykiwan, 20000 AUM/ml;214.4;244,97;3,2
5909990975419;Alergeny pylkow roslin;Purethal, zawiesina do wstrzykiwan, 20000 AUM/ml;214.4;244,97;3,2
5909990975730;Acidum zoledronicum;Zoledronic acid Actavis, koncentrat do sporzadzania roztworu do infuzji, 4 mg/5 ml;146.3;191,54;33,19
5909990975747;Acidum zoledronicum;Zoledronic acid Actavis, koncentrat do sporzadzania roztworu do infuzji, 4 mg/5 ml;146.3;744,06;101,06
5909990975815;Indapamidum;Diuresin SR, tabl. powl. o przedluzonym uwalnianiu, 1,5 mg;36.0;8,96;3,56
5909990975914;Formoterolum;Zafiron, proszek do inhalacji w kaps., 12 Ág;198.0;60,56;6,52
5909990975921;Desloratadinum;Dynid, roztwor doustny, 0,5 mg/ml;207.2;17,74;8,32
5909990977710;Ipratropii bromidum;Steri-Neb Ipratropium, roztwor do nebulizacji, 250 Ág/ml;201.1;14,83;7,58
5909990977727;Ipratropii bromidum;Steri-Neb Ipratropium, roztwor do nebulizacji, 250 Ág/ml;201.1;28,54;11,2
5909990977826;Leflunomidum;Arava, tabl. powl., 10 mg;136.0;66,06;8,76
5909990977925;Leflunomidum;Arava, tabl. powl., 20 mg;136.0;121,32;3,52
5909990979981;Desloratadinum;Dynid, tabl., 5 mg;207.1;14,98;4,49
5909990980451;Tamsulosinum;TamisPras, tabl. o przedluzonym dzialaniu, 0,4 mg;76.0;26,15;3,76
5909990980512;Fluconazolum;Mycosyst, kaps., 50 mg;110.1;12,81;6,41
5909990980611;Fluconazolum;Mycosyst, kaps., 100 mg;110.1;98,6;49,3
5909990980918;Mycophenolas mofetil;CellCept, proszek do sporzadzania zawiesiny doustnej, 1 g/5 ml;134.0;427,4;3,2
5909990981359;Desloratadinum;Hitaxa, tabl. ulegajace rozpadowi w jamie ustnej, 2,5 mg;207.1;11,27;5,98
5909990981373;Desloratadinum;Hitaxa, tabl. ulegajace rozpadowi w jamie ustnej, 5 mg;207.1;20,78;10,2
5909990981458;Desloratadinum;Hitaxa, roztwor doustny, 0,5 mg/ml;207.2;22,79;13,37
5909990981472;Tramadolum + Paracetamolum;Poltram Combo, tabl. powl., 37,5+325 mg;153.3;22,12;0
5909990982301;Valsartanum;Valsartan Orion, tabl. powl., 80 mg;45.0;12,71;3,81
5909990982394;Valsartanum;Valsartan Orion, tabl. powl., 160 mg;45.0;23,85;7,16
5909990982714;Simvastatinum;Vasilip, tabl. powl., 40 mg;46.0;22,22;15,09
5909990982981;Rivastigminum;Rivastigmin NeuroPharma, kaps. twarde, 1,5 mg;186.0;9,55;6,08
5909990983162;Rivastigminum;Rivastigmin NeuroPharma, kaps. twarde, 3 mg;186.0;18,79;11,85
5909990983179;Rivastigminum;Rivastigmin NeuroPharma, kaps. twarde, 3 mg;186.0;36,47;22,58
5909990983308;Rivastigminum;Rivastigmin NeuroPharma, kaps. twarde, 4,5 mg;186.0;27,72;17,3
5909990983315;Carvedilolum;Coryol, tabl., 6,25 mg;40.0;7,64;6,41
5909990983322;Rivastigminum;Rivastigmin NeuroPharma, kaps. twarde, 4,5 mg;186.0;53,76;32,94
5909990983506;Rivastigminum;Rivastigmin NeuroPharma, kaps. twarde, 6 mg;186.0;36,47;22,58
5909990983544;Rivastigminum;Rivastigmin NeuroPharma, kaps. twarde, 6 mg;186.0;70,84;43,07
5909990983582;Ropinirolum;Repirol SR, tabl. doustne o przedluzonym uwalnianiu, 2 mg;170.0;41,37;14,94
5909990983803;Ropinirolum;Repirol SR, tabl. doustne o przedluzonym uwalnianiu, 4 mg;170.0;78,76;25,89
5909990983971;Ropinirolum;Repirol SR, tabl. doustne o przedluzonym uwalnianiu, 8 mg;170.0;150,8;45,24
5909990984268;Ropinirolum;Raponer, tabl. o przedluzonym uwalnianiu, 2 mg;170.0;33,48;10,04
5909990984299;Ropinirolum;Raponer, tabl. o przedl. uwalnianiu, 4 mg;170.0;79,33;26,46
5909990984398;Ropinirolum;Raponer, tabl. o przedl. uwalnianiu, 8 mg;170.0;151,37;45,63
5909990984954;Perindoprilum;Erbugen, tabl., 4 mg;44.0;9,59;7,14
5909990985111;Tiotropii bromidum;Spiriva, proszek do inhalacji w kaps., 18 Ág/dawke inhalacyjna;201.2;140,62;42,19
5909990985128;Tiotropii bromidum;Spiriva, proszek do inhalacji w kaps., 18 Ág/dawke inhalacyjna;201.2;146,24;8,82
5909990985210;Sirolimusum;Rapamune, tabl. powl., 1 mg;135.1;509,15;3,2
5909990986057;Valsartanum;Valsartan Aurobindo, tabl. powl., 160 mg;45.0;23,52;7,06
5909990987412;Natrii valproas;Orfiril long 150, kaps., 150 mg;161.2;14,77;5,99
5909990987511;Natrii valproas;Orfiril long 300, kaps., 300 mg;161.2;30,41;9,66
5909990987610;Natrii valproas;Orfiril long 500, minisaszetki, 500 mg;161.2;42,9;6,18
5909990987719;Natrii valproas;Orfiril long 1000, minisaszetki, 1000 mg;161.2;71,97;3,56
5909990988198;Ropinirolum;Polpix SR, tabl. o przedl. uwalnianiu, 2 mg;170.0;42,36;15,93
5909990988204;Ropinirolum;Polpix SR, tabl. o przedl. uwalnianiu, 4 mg;170.0;80,83;27,96
5909990988235;Furaginum;Furaginum Teva, tabl., 50 mg;108.0;7,13;3,57
5909990988242;Ropinirolum;Polpix SR, tabl. o przedl. uwalnianiu, 8 mg;170.0;154,36;48,62
5909990988259;Ramiprilum + Amlodipinum;Sumilar, kaps. twarde, 5+5 mg;41.0;8,48;3,43
5909990988273;Ramiprilum + Amlodipinum;Sumilar, kaps. twarde, 5+10 mg;41.0;16,4;6,31
5909990988297;Ramiprilum + Amlodipinum;Sumilar, kaps. twarde, 10+5 mg;41.0;8,48;3,43
5909990988334;Ramiprilum + Amlodipinum;Sumilar, kaps. twarde, 10+10 mg;41.0;16,4;6,31
5909990989058;Levetiracetamum;Levebon, tabl. powl., 250 mg;166.1;19,88;3,2
5909990989379;Levetiracetamum;Levebon, tabl. powl., 500 mg;166.1;37,73;3,2
5909990989805;Levetiracetamum;Levebon, tabl. powl., 1000 mg;166.1;71,88;3,56
5909990990085;Ropinirolum;Nironovo SR, tabl. o przedl. uwalnianiu, 2 mg;170.0;42,36;15,93
5909990990092;Ropinirolum;Nironovo SR, tabl. o przedl. uwalnianiu, 4 mg;170.0;80,83;27,96
5909990990108;Ropinirolum;Nironovo SR, tabl. o przedl. uwalnianiu, 8 mg;170.0;154,36;48,62
5909990991815;Atorvastatinum;Atoris, tabl. powl., 10 mg;46.0;10,49;7,63
5909990991914;Atorvastatinum;Atoris, tabl. powl., 20 mg;46.0;14,25;8,52
5909990992058;Telmisartanum;Telmisartan Apotex, tabl., 40 mg;45.0;14,41;4,91
5909990992065;Telmisartanum;Telmisartan Apotex, tabl., 80 mg;45.0;27,3;8,3
5909990992607;Ropinirolum;ApoRopin, tabl. o przedluzonym uwalnianiu, 2 mg;170.0;41,61;15,18
5909990992683;Ropinirolum;ApoRopin, tabl. o przedluzonym uwalnianiu, 4 mg;170.0;79,33;26,46
5909990992775;Ropinirolum;ApoRopin, tabl. o przedluzonym uwalnianiu, 8 mg;170.0;151,37;45,63
5909990993017;Amlodipinum;Normodipine, tabl., 5 mg;41.0;7,78;2,73
5909990993116;Amlodipinum;Normodipine, tabl., 10 mg;41.0;14,99;4,9
5909990993215;Donepezilum;Yasnal, tabl. powl., 5 mg;186.0;27,41;13,52
5909990993314;Donepezilum;Yasnal, tabl. powl., 10 mg;186.0;40,97;13,2
5909990994465;Desloratadinum;Jovesto, roztwor doustny, 0,5 mg/ml;207.2;17,98;8,56
5909990994533;Desloratadinum;Jovesto, tabl. powl., 5 mg;207.1;31,42;10,27
5909990994717;Ondansetronum;Setronon, tabl. powl., 8 mg;7.1;45,53;3,2
5909990994816;Sertralinum;Stimuloton, tabl. powl., 50 mg;184.0;23,39;13,77
5909990995387;Latanoprostum + Timololum;Latim POS, krople do oczu, roztwor, 50+5 Ág/ml + mg/ml;214.0;41,11;6,6
5909990995394;Latanoprostum + Timololum;Latim POS, krople do oczu, roztwor, 50+5 Ág/ml + mg/ml;214.0;115,15;10,02
5909990995479;Latanoprostum;Akistan, krople do oczu, roztwor, 50 Ág/ml;214.0;33,12;3,2
5909990996414;Risperidonum;Risset 1 mg, tabl. powl., 1 mg;178.5;10,04;3,2
5909990996421;Risperidonum;Risset 1 mg, tabl. powl., 1 mg;178.5;29,36;3,2
5909990996513;Risperidonum;Risset 2 mg, tabl. powl., 2 mg;178.5;20,16;3,2
5909990996520;Risperidonum;Risset 2 mg, tabl. powl., 2 mg;178.5;56,74;3,2
5909990996612;Risperidonum;Risset 3 mg, tabl. powl., 3 mg;178.5;29,36;3,2
5909990996629;Risperidonum;Risset 3 mg, tabl. powl., 3 mg;178.5;82,84;3,84
5909990996681;Formoterolum;Oxodil PPH, proszek do inhalacji w kaps. twardych, 12 Ág;198.0;115,55;7,47
5909990996711;Risperidonum;Risset 4 mg, tabl. powl., 4 mg;178.5;38,88;3,2
5909990996728;Risperidonum;Risset 4 mg, tabl. powl., 4 mg;178.5;108,29;5,12
5909990997114;Nimesulidum;Minesulin, tabl., 100 mg;141.1;5,63;4,34
5909990997138;Nimesulidum;Minesulin, tabl., 100 mg;141.1;15,98;12,12
5909990997220;Nimesulidum;Minesulin, proszek do sporzadzania zawiesiny doustnej, 100 mg;141.4;17,65;8,83
5909990997527;Meloxicamum;Aspicam, tabl., 15 mg;141.1;13,2;8,05
5909990997640;Levocetirizini dihydrochloridum;Lecetax, tabl. powl., 5 mg;207.1;16,66;6,79
5909990998135;Levetiracetamum;Normeg, tabl. powl., 250 mg;166.1;18,75;3,2
5909990998180;Levetiracetamum;Normeg, tabl. powl., 500 mg;166.1;35,46;3,2
5909990998258;Levetiracetamum;Normeg, tabl. powl., 750 mg;166.1;51,64;3,2
5909990998302;Levetiracetamum;Normeg, tabl. powl., 1000 mg;166.1;67,34;3,56
5909990998586;Ropinirolum;Aropilo SR, tabl. o przedl. uwalnianiu, 2 mg;170.0;42,27;15,84
5909990998814;Atorvastatinum;Tulip, tabl. powl., 10 mg;46.0;10,2;7,34
5909990998821;Atorvastatinum;Tulip, tabl. powl., 10 mg;46.0;19,98;14,25
5909990998838;Atorvastatinum;Tulip, tabl. powl., 10 mg;46.0;29,3;20,71
5909990998913;Atorvastatinum;Tulip, tabl. powl., 20 mg;46.0;16,98;11,25
5909990998920;Atorvastatinum;Tulip, tabl. powl., 20 mg;46.0;29,06;17,61
5909990998937;Atorvastatinum;Tulip, tabl. powl., 20 mg;46.0;41,71;24,53
5909990998982;Ropinirolum;Aropilo SR, tabl. o przedl. uwalnianiu, 4 mg;170.0;80,7;27,83
5909990999019;Ipratropii bromidum;Atrovent N, aerozol wziewny, roztwor, 20 Ág;201.1;26,31;8,97
5909990999156;Ropinirolum;Aropilo SR, tabl. o przedl. uwalnianiu, 8 mg;170.0;151,06;45,32
5909991000103;Rosuvastatinum;Ridlip, tabl. powl., 5 mg;46.0;6,21;3,54
5909991000141;Rosuvastatinum;Ridlip, tabl. powl., 10 mg;46.0;10,84;5,49
5909991000158;Rosuvastatinum;Ridlip, tabl. powl., 20 mg;46.0;20,5;9,81
5909991000165;Rosuvastatinum;Ridlip, tabl. powl., 40 mg;46.0;30,54;9,16
5909991000882;Glycopyrronii bromidum;Seebri Breezhaler, proszek do inhalacji w kaps. twardej, 44 Ág;201.2;136,41;40,92
5909991001421;Clindamycinum;Clindamycin-MIP 300, tabl. powl., 300 mg;102.2;15,24;7,62
5909991001438;Clindamycinum;Clindamycin-MIP 300, tabl. powl., 300 mg;102.2;19,84;9,92
5909991001520;Clindamycinum;Clindamycin-MIP 600, tabl. powl., 600 mg;102.2;31,12;15,63
5909991001537;Clindamycinum;Clindamycin-MIP 600, tabl. powl., 600 mg;102.2;37,99;19
5909991001544;Clindamycinum;Clindamycin-MIP 600, tabl. powl., 600 mg;102.2;73,08;36,54
5909991002794;Valsartanum;Walsartan KRKA, tabl. powl., 80 mg;45.0;14,32;4,82
5909991003043;Clindamycinum;Clindamycin-MIP 150 mg/ml, roztwor do wstrzykiwan i infuzji, 600 mg/4 ml;102.1;58,14;3,2
5909991003081;Valsartanum;Walsartan KRKA, tabl. powl., 160 mg;45.0;27,08;8,12
5909991004002;Gliclazidum;Gliclastad, tabl. o przedluzonym uwalnianiu, 30 mg;16.0;15,98;10,95
5909991004026;Gliclazidum;Gliclastad, tabl. o przedluzonym uwalnianiu, 30 mg;16.0;23,72;16,17
5909991004897;Latanoprostum + Timololum;Timprost, krople do oczu, roztwor, 50+5 Ág/ml + mg/ml;214.0;42,22;7,71
5909991005733;Budesonidum;Nebbud, zawiesina do nebulizacji, 0,5 mg/ml;200.4;86,21;3,2
5909991006310;Paroxetinum;Rexetin, tabl. powl., 20 mg;184.0;24,38;14,76
5909991006419;Lamotriginum;Lamotrix, tabl., 25 mg;163.1;11,05;7,13
5909991006518;Lamotriginum;Lamotrix, tabl., 50 mg;163.1;22,41;11,37
5909991006617;Lamotriginum;Lamotrix, tabl., 100 mg;163.1;32,77;7,49
5909991007263;Montelukastum;Romilast, tabl. do rozgryzania i zucia, 4 mg;204.0;10,59;3,18
5909991007270;Montelukastum;Romilast, tabl. do rozgryzania i zucia, 5 mg;204.0;13,01;3,9
5909991007300;Montelukastum;Romilast, tabl. powl., 10 mg;204.0;24,44;7,33
5909991008635;Amlodipinum;Aldan, tabl., 5 mg;41.0;6,74;2,02
5909991008642;Tolterodinum;Urimper, kaps. o przedluzonym uwalnianiu, twarde, 2 mg;75.2;39,87;11,96
5909991008666;Tolterodinum;Urimper, kaps. o przedluzonym uwalnianiu, twarde, 4 mg;75.2;39,87;11,96
5909991008680;Tolterodinum;Urimper, kaps. o przedluzonym uwalnianiu, twarde, 4 mg;75.2;76,01;22,8
5909991008734;Amlodipinum;Aldan, tabl., 10 mg;41.0;12,16;3,65
5909991009113;Cefuroximum;Ceroxim, proszek do sporzadzania zawiesiny doustnej, 250 mg/5 ml;90.3;35,28;17,64
5909991009120;Cefuroximum;Ceroxim, proszek do sporzadzania zawiesiny doustnej, 250 mg/5 ml;90.3;67,73;33,87
5909991009212;Cefuroximum;Ceroxim, proszek do sporzadzania zawiesiny doustnej, 125 mg/5 ml;90.3;20,18;11,21
5909991009229;Cefuroximum;Ceroxim, proszek do sporzadzania zawiesiny doustnej, 125 mg/5 ml;90.3;35,28;17,64
5909991009250;Acidum zoledronicum;Desinobon, koncentrat do sporzadzania roztworu do infuzji, 4 mg/5 ml;146.3;191,56;33,21
5909991009281;Acidum zoledronicum;Symdronic, koncentrat do sporzadzania roztworu do infuzji, 4 mg/5 ml;146.3;191,56;33,21
5909991010614;Cefuroximum;Ceroxim, tabl., 250 mg;90.2;19;10,1
5909991010621;Cefuroximum;Ceroxim, tabl., 250 mg;90.2;36,02;18,21
5909991011383;Atorvastatinum;Atrox, tabl. powl., 80 mg;46.0;42,48;19,58
5909991011529;Isosorbidi mononitras;Mononit 60 retard, tabl. powl. o przedluzonym uwalnianiu, 60 mg;34.1;15,67;6,29
5909991011727;Isosorbidi mononitras;Mononit 100 retard, tabl. powl. o przedluzonym uwalnianiu, 100 mg;34.1;22,35;8
5909991012519;Cefuroximum;Ceroxim, tabl., 500 mg;90.2;36,02;18,21
5909991012526;Cefuroximum;Ceroxim, tabl., 500 mg;90.2;68,59;34,3
5909991012687;Dinatrii pamidronas;Pamitor, koncentrat do sporzadzania roztworu do infuzji, 15 mg/ml;146.2;449,55;3,2
5909991012960;Amoxicillinum + Acidum clavulanicum;Amoksiklav, tabl. powl., 875+125 mg;89.1;45,16;22,58
5909991013318;Lisinoprilum;LisiHEXAL 5, tabl., 5 mg;44.0;9,9;9,9
5909991013417;Lisinoprilum;LisiHEXAL 10, tabl., 10 mg;44.0;12,37;9,92
5909991013516;Lisinoprilum;LisiHEXAL 20, tabl., 20 mg;44.0;19,94;15,05
5909991013806;Atorvastatinum;Atoris, tabl. powl., 20 mg;46.0;27,92;16,47
5909991013820;Doxazosinum;Kamiren XL, tabl. o zmodyfikowanym uwalnianiu, 4 mg;76.0;49,34;6,4
5909991014117;Carbamazepinum;Finlepsin, tabl., 200 mg;159.1;13,76;6,61
5909991014216;Carbamazepinum;Finlepsin 400 retard, tabl. o przedluzonym uwalnianiu, 400 mg;159.1;15,84;6,62
5909991014223;Carbamazepinum;Finlepsin 400 retard, tabl. o przedluzonym uwalnianiu, 400 mg;159.1;25,39;4,69
5909991014421;Pyridostigmini bromidum;Mestinon, tabl. drazowane, 60 mg;188.0;121,62;36,49
5909991014711;Sotalolum;SotaHEXAL 40, tabl., 40 mg;39.0;3,4;1,31
5909991015015;Bisoprololum;Bisoratio 5, tabl., 5 mg;40.0;6,77;4,7
5909991015114;Bisoprololum;Bisoratio 10, tabl., 10 mg;40.0;11,15;3,82
5909991015299;Acidum zoledronicum;Zoledronic Acid Polpharma, koncentrat do sporzadzania roztworu do infuzji, 4 mg/5 ml;146.3;161,55;3,2
5909991016197;Acidum zoledronicum;Fayton, koncentrat do sporzadzania roztworu do infuzji, 4 mg/5 ml;146.3;197,23;38,88
5909991016814;Carvedilolum;Carvetrend, tabl., 3,125 mg;40.0;8,76;8,14
5909991016913;Carvedilolum;Carvetrend, tabl., 6,25 mg;40.0;9,91;8,68
5909991017019;Carvedilolum;Carvetrend, tabl., 12,5 mg;40.0;11,32;8,86
5909991017118;Carvedilolum;Carvetrend, tabl., 25 mg;40.0;14,47;9,56
5909991017422;Gabapentinum;Neurontin 600, tabl. powl., 600 mg;165.0;120,34;24,42
5909991017521;Gabapentinum;Neurontin 800, tabl. powl., 800 mg;165.0;145,52;17,62
5909991018429;Telmisartanum;Telmisartan Mylan, tabl., 40 mg;45.0;14,53;5,03
5909991018436;Telmisartanum;Telmisartan Mylan, tabl., 80 mg;45.0;27,49;8,49
5909991019693;Latanoprostum;Monoprost, krople do oczu, roztwor, 50 Ág/ml;214.0;53,37;11,32
5909991019723;Simvastatinum;Simratio 10, tabl. powl., 10 mg;46.0;10,11;8,33
5909991019822;Simvastatinum;Simratio 20, tabl. powl., 20 mg;46.0;16,31;12,75
5909991019945;Simvastatinum;Simratio 40, tabl. powl., 40 mg;46.0;30,04;22,91
5909991020026;Telmisartanum + Hydrochlorothiazidum;MicardisPlus, tabl., 80+12,5 mg;45.0;61,27;42,27
5909991020309;Candesartanum cilexetilum;Kangen, tabl., 8 mg;45.0;12,71;3,81
5909991020507;Candesartanum cilexetilum;Kangen, tabl., 16 mg;45.0;23,85;7,16
5909991022235;Levetiracetamum;Eprilexan, tabl. powl., 250 mg;166.1;18,75;3,2
5909991022259;Levetiracetamum;Eprilexan, tabl. powl., 250 mg;166.1;35,46;3,2
5909991022303;Levetiracetamum;Eprilexan, tabl. powl., 500 mg;166.1;35,46;3,2
5909991022334;Levetiracetamum;Eprilexan, tabl. powl., 500 mg;166.1;67,34;3,56
5909991022389;Levetiracetamum;Eprilexan, tabl. powl., 750 mg;166.1;51,64;3,2
5909991022426;Levetiracetamum;Eprilexan, tabl. powl., 750 mg;166.1;98,16;5,33
5909991022471;Levetiracetamum;Eprilexan, tabl. powl., 1000 mg;166.1;67,34;3,56
5909991022495;Levetiracetamum;Eprilexan, tabl. powl., 1000 mg;166.1;128,04;7,11
5909991022525;Insulinum humanum;Polhumin N, zawiesina do wstrzykiwan, 100 j.m./ml;14.1;97,23;4
5909991022549;Fluconazolum;Fluconazole Polfarmex, tabl., 200 mg;110.1;46,51;23,26
5909991022556;Fluconazolum;Fluconazole Polfarmex, tabl., 200 mg;110.1;88,06;44,03
5909991022822;Insulinum humanum;Polhumin R, roztwor do wstrzykiwan, 100 j.m./ml;14.1;97,23;4
5909991022921;Insulini iniectio neutralis + Insulinum isophanum;Polhumin Mix - 2, zawiesina do wstrzykiwan, 100 j.m./ml;14.1;97,23;4
5909991023027;Insulini iniectio neutralis + Insulinum isophanum;Polhumin Mix - 3, zawiesina do wstrzykiwan, 100 j.m./ml;14.1;97,23;4
5909991023126;Insulini iniectio neutralis + Insulinum isophanum;Polhumin Mix - 4, zawiesina do wstrzykiwan, 100 j.m./ml;14.1;97,23;4
5909991023324;Insulini iniectio neutralis + Insulinum isophanum;Polhumin Mix - 5, zawiesina do wstrzykiwan, 100 j.m./ml;14.1;97,23;4
5909991023416;Clarithromycinum;Taclar, tabl. powl., 500 mg;101.2;27,95;15,2
5909991023485;Tolterodinum;Tolzurin, kaps. o przedluzonym uwalnianiu, twarde, 2 mg;75.2;18,25;5,48
5909991023522;Tolterodinum;Tolzurin, kaps. o przedluzonym uwalnianiu, twarde, 4 mg;75.2;35,4;10,62
5909991023652;Acidum zoledronicum;Zoledronic acid Fresenius Kabi, koncentrat do sporzadzania roztworu do infuzji, 4 mg/5 ml;146.3;299,29;140,94
5909991023782;Naproxenum;Nalgesin Forte, tabl. powl., 550 mg;141.1;7,48;4,65
5909991023799;Naproxenum;Nalgesin Forte, tabl. powl., 550 mg;141.1;14,62;8,95
5909991023805;Naproxenum;Nalgesin Forte, tabl. powl., 550 mg;141.1;21,44;12,94
5909991023836;Naproxenum;Nalgesin Forte, tabl. powl., 550 mg;141.1;41,13;24,12
5909991024314;Donepezilum;Cogiton 5, tabl. powl., 5 mg;186.0;33,08;19,19
5909991024413;Donepezilum;Cogiton 10, tabl. powl., 10 mg;186.0;49,31;21,54
5909991025014;Indapamidum;Indix SR, tabl. o przedl. uwalnianiu, 1,5 mg;36.0;8,41;3,01
5909991025595;Finasteridum;Finpros, tabl. powl., 5 mg;77.0;58,12;6,4
5909991026516;Diclofenacum;Difadol 0,1%, krople do oczu, roztwor, 1 mg/ml;210.0;12,19;4,16
5909991027766;Acidum zoledronicum;Zoledronic acid Sandoz, koncentrat do sporzadzania roztworu do infuzji, 4 mg/5 ml;146.3;197,23;38,88
5909991028145;Acidum zoledronicum;Osporil, koncentrat do sporzadzania roztworu do infuzji, 4 mg/5 ml;146.3;191,56;33,21
5909991028688;Valsartanum + Hydrochlorothiazidum;ApoValsart HCT, tabl. powl., 160+25 mg;45.0;26,02;7,81
5909991029333;Ticlopidinum;Iclopid, tabl. powl., 250 mg;23.2;12,86;4,97
5909991029388;Clopidogrelum;Clopidogrel KRKA, tabl. powl., 75 mg;23.1;24,84;7,45
5909991029951;Fluconazolum;Flumycon, kaps., 150 mg;110.1;36,24;18,12
5909991030117;Clarithromycinum;Klarmin, tabl. powl., 500 mg;101.2;25,63;12,88
5909991030223;Clarithromycinum;Klarmin, tabl. powl., 250 mg;101.2;19,04;12,66
5909991030315;Carbamazepinum;Finlepsin 200 retard, tabl. o przedluzonym uwalnianiu, 200 mg;159.1;13,76;3,41
5909991031497;Levetiracetamum;Polkepral, tabl. powl., 250 mg;166.1;19,88;3,2
5909991031602;Levetiracetamum;Polkepral, tabl. powl., 500 mg;166.1;37,73;3,2
5909991031640;Levetiracetamum;Polkepral, tabl. powl., 500 mg;166.1;71,88;3,56
5909991031886;Levetiracetamum;Polkepral, tabl. powl., 750 mg;166.1;54,47;3,2
5909991031992;Levetiracetamum;Polkepral, tabl. powl., 1000 mg;166.1;71,88;3,56
5909991032043;Levetiracetamum;Polkepral, tabl. powl., 1000 mg;166.1;137,11;7,11
5909991032517;Acidum alendronicum;Ostolek, tabl. powl., 70 mg;147.0;17,79;9,7
5909991032609;Rivastigminum;Exelon, system transdermalny, 13,3 mg/24h;186.0;288,98;257,74
